date,latitude,longitude,temperature_c,humidity_percent,ndvi,fire_occurred,rainfall_mm,wind_speed_kmh,consecutive_dry_days,city,province,fire_cause,area_burned_ha,deaths
2022-04-10,35.1734,71.8477,22.7,29.8,0.133,1,0.0,31.5,6,Dir,KPK,Dry Weather,2500,1
2022-04-11,35.1606,71.8406,32.1,24.8,0.257,1,0.0,40.1,11,Dir,KPK,Dry Weather,2500,0
2022-04-12,35.2278,71.9191,25.1,30.1,0.156,1,0.0,18.1,29,Dir,KPK,Dry Weather,2500,0
2022-04-12,35.4413,72.6581,29.5,15.7,0.171,0,4.5,21.4,3,Kalam,KPK,None,0,0
2022-04-16,35.8969,74.2406,18.0,29.2,0.378,0,8.6,27.7,0,Gilgit,GB,None,0,0
2022-04-20,36.3429,74.6107,18.4,19.0,0.432,0,6.1,26.7,4,Hunza,GB,None,0,0
2022-04-24,30.2009,66.953,31.3,35.9,0.153,0,7.8,22.9,9,Quetta,Balochistan,None,0,0
2022-04-28,35.5013,72.9653,28.6,22.2,0.223,1,0.9,32.0,15,Kohistan,KPK,Lightning,3500,0
2022-04-28,35.3199,72.5217,26.6,20.4,0.274,0,3.4,41.1,9,Swat,KPK,None,0,0
2022-04-29,35.4973,73.0175,29.6,24.6,0.322,1,0.0,21.9,25,Kohistan,KPK,Lightning,3500,0
2022-04-30,35.5474,72.9726,32.0,33.6,0.243,1,0.0,42.0,11,Kohistan,KPK,Lightning,3500,0
2022-05-01,35.4745,72.9917,32.3,28.9,0.122,1,0.0,28.0,10,Kohistan,KPK,Lightning,3500,0
2022-05-02,35.9074,74.2664,29.3,29.6,0.342,0,9.8,42.0,5,Gilgit,GB,None,0,0
2022-05-06,36.2275,74.6353,33.7,23.1,0.247,0,3.1,34.3,5,Hunza,GB,None,0,0
2022-05-10,30.1221,67.0038,26.2,17.0,0.398,0,7.7,42.0,2,Quetta,Balochistan,None,0,0
2022-05-14,35.1675,72.5162,31.4,26.0,0.276,0,2.3,24.9,9,Swat,KPK,None,0,0
2022-05-15,35.9415,74.2672,34.8,5.5,0.293,1,0.0,27.7,11,Gilgit,GB,Dry Weather,1200,0
2022-05-18,31.3425,69.3785,30.0,21.9,0.304,0,4.5,27.0,1,Zhob,Balochistan,None,0,0
2022-05-22,35.7722,71.7457,33.7,21.8,0.25,0,1.3,42.3,3,Chitral,KPK,None,0,0
2022-05-26,35.4829,72.6001,22.1,33.4,0.324,0,8.4,16.4,3,Kalam,KPK,None,0,0
2022-05-30,35.8484,74.2768,28.4,26.0,0.286,0,3.1,31.2,3,Gilgit,GB,None,0,0
2022-06-01,34.582,72.4686,30.4,23.4,0.231,1,0.0,27.0,12,Shangla,KPK,Human Activity,4000,5
2022-06-02,34.5747,72.5493,38.0,27.9,0.238,1,0.0,15.3,29,Shangla,KPK,Human Activity,4000,0
2022-06-03,30.1678,66.9815,42.1,23.3,0.679,0,5.5,43.3,7,Quetta,Balochistan,None,0,0
2022-06-03,34.5946,72.4879,38.8,5.0,0.235,1,0.0,26.1,28,Shangla,KPK,Human Activity,4000,0
2022-06-04,34.5926,72.5059,30.9,18.5,0.17,1,0.0,33.5,5,Shangla,KPK,Human Activity,4000,0
2022-06-05,34.6306,72.5044,31.9,13.1,0.192,1,0.0,36.2,6,Shangla,KPK,Human Activity,4000,0
2022-06-07,35.147,72.4831,32.5,16.8,0.683,0,0.8,31.9,4,Swat,KPK,None,0,0
2022-06-11,31.3647,69.38,36.3,23.9,0.414,0,0.2,34.5,7,Zhob,Balochistan,None,0,0
2022-06-15,35.7651,71.8083,30.1,43.5,0.412,0,9.9,20.4,4,Chitral,KPK,None,0,0
2022-06-19,35.3927,72.5466,35.0,22.8,0.698,0,7.5,19.8,3,Kalam,KPK,None,0,0
2022-06-20,31.3429,69.466,42.3,5.0,0.276,1,0.0,30.1,8,Zhob,Balochistan,Dry Weather,1800,0
2022-06-21,31.3255,69.4865,34.8,7.6,0.236,1,0.0,32.5,21,Zhob,Balochistan,Dry Weather,1800,0
2022-06-23,35.9463,74.3278,29.6,18.0,0.58,0,5.1,30.4,3,Gilgit,GB,None,0,0
2022-06-27,36.2614,74.6101,26.9,44.0,0.357,0,0.1,37.7,3,Hunza,GB,None,0,0
2022-07-01,35.7762,71.8811,23.2,47.6,0.499,0,26.0,9.0,0,Chitral,KPK,None,0,0
2022-07-05,35.5416,72.652,28.1,53.7,0.48,0,13.4,19.3,6,Kalam,KPK,None,0,0
2022-07-09,35.8708,74.2324,27.1,39.4,0.484,0,39.4,21.1,1,Gilgit,GB,None,0,0
2022-07-13,36.2752,74.6715,29.1,41.7,0.402,0,8.5,13.7,6,Hunza,GB,None,0,0
2022-07-14,36.3487,74.6842,28.0,52.6,0.339,1,0.0,19.0,10,Hunza,GB,Dry Weather,900,0
2022-07-17,30.2542,66.922,33.0,62.1,0.614,0,15.5,9.0,9,Quetta,Balochistan,None,0,0
2022-07-21,35.1984,72.3741,30.2,35.9,0.692,0,38.2,21.6,6,Swat,KPK,None,0,0
2022-07-25,31.3238,69.4617,40.0,42.3,0.422,0,27.1,18.2,5,Zhob,Balochistan,None,0,0
2022-07-29,35.7992,71.7862,22.0,54.3,0.321,0,27.3,16.8,5,Chitral,KPK,None,0,0
2022-08-02,35.9069,74.2145,27.1,53.1,0.627,0,6.2,23.5,9,Gilgit,GB,None,0,0
2022-08-05,35.4576,72.6051,37.5,35.3,0.166,1,0.0,14.3,26,Kalam,KPK,Lightning,1600,1
2022-08-06,35.525,72.5704,28.5,22.8,0.297,1,0.0,11.7,16,Kalam,KPK,Lightning,1600,0
2022-08-06,36.3239,74.604,31.8,64.4,0.508,0,21.7,23.2,1,Hunza,GB,None,0,0
2022-08-10,30.2502,67.07,27.4,63.3,0.57,0,24.9,7.8,3,Quetta,Balochistan,None,0,0
2022-08-14,35.2682,72.3981,26.7,59.6,0.691,0,28.1,22.9,3,Swat,KPK,None,0,0
2022-08-18,31.3298,69.496,26.4,49.3,0.689,0,37.8,11.9,7,Zhob,Balochistan,None,0,0
2022-08-22,35.8828,71.8287,26.7,39.7,0.611,0,10.0,10.9,1,Chitral,KPK,None,0,0
2022-08-26,35.4316,72.4934,21.6,47.1,0.573,0,8.9,14.3,8,Kalam,KPK,None,0,0
2022-08-30,35.8436,74.306,33.4,53.4,0.401,0,15.5,5.0,8,Gilgit,GB,None,0,0
2022-09-03,30.1273,67.0083,25.2,63.1,0.389,0,44.0,9.7,2,Quetta,Balochistan,None,0,0
2022-09-07,35.2093,72.3782,26.4,33.7,0.505,0,18.6,24.2,1,Swat,KPK,None,0,0
2022-09-11,31.3828,69.3628,30.8,30.7,0.363,0,29.2,21.5,1,Zhob,Balochistan,None,0,0
2022-09-12,34.3822,73.519,33.7,30.9,0.331,1,0.0,11.6,23,Muzaffarabad,AJK,Human Activity,700,0
2022-09-15,35.776,71.7713,18.3,41.4,0.619,0,45.0,10.0,2,Chitral,KPK,None,0,0
2022-09-19,35.5606,72.6284,20.7,63.1,0.469,0,25.6,12.9,1,Kalam,KPK,None,0,0
2022-09-23,35.9713,74.3643,23.9,54.2,0.686,0,48.6,10.8,0,Gilgit,GB,None,0,0
2022-09-27,36.224,74.6259,23.2,37.9,0.505,0,27.9,9.7,4,Hunza,GB,None,0,0
2022-10-01,35.9232,71.7557,18.7,40.7,0.342,0,7.5,21.3,8,Chitral,KPK,None,0,0
2022-10-05,30.159,66.9503,24.3,5.5,0.103,1,0.0,5.1,11,Quetta,Balochistan,Dry Weather,400,0
2022-10-05,35.5126,72.6014,15.4,33.3,0.221,0,3.6,23.2,5,Kalam,KPK,None,0,0
2022-10-09,35.956,74.2154,18.1,42.0,0.247,0,5.1,5.8,5,Gilgit,GB,None,0,0
2022-10-13,36.3985,74.651,16.7,32.9,0.369,0,1.1,16.8,1,Hunza,GB,None,0,0
2022-10-17,30.0836,67.0217,22.7,24.7,0.396,0,5.2,16.3,7,Quetta,Balochistan,None,0,0
2022-10-21,35.2657,72.3828,23.7,40.2,0.414,0,8.0,8.4,4,Swat,KPK,None,0,0
2022-10-25,31.2972,69.3566,28.9,29.1,0.44,0,1.3,23.3,7,Zhob,Balochistan,None,0,0
2022-10-29,35.9456,71.7799,23.8,40.8,0.193,0,2.8,6.1,3,Chitral,KPK,None,0,0
2022-11-02,36.0019,74.3242,16.9,21.4,0.186,0,3.6,14.2,7,Gilgit,GB,None,0,0
2022-11-06,36.4052,74.6818,9.4,18.6,0.18,0,2.6,23.3,1,Hunza,GB,None,0,0
2022-11-10,30.223,66.9631,14.2,35.6,0.323,0,4.6,18.4,2,Quetta,Balochistan,None,0,0
2022-11-14,35.2599,72.4065,12.5,15.5,0.235,0,6.5,5.4,2,Swat,KPK,None,0,0
2022-11-18,31.3711,69.4647,17.4,26.8,0.202,0,1.3,20.8,2,Zhob,Balochistan,None,0,0
2022-11-22,35.9351,71.768,10.2,24.9,0.224,0,4.4,9.9,7,Chitral,KPK,None,0,0
2022-11-26,35.4589,72.4852,14.9,43.3,0.288,0,1.3,5.9,5,Kalam,KPK,None,0,0
2022-11-30,35.9403,74.2129,11.6,41.7,0.302,0,1.9,12.0,4,Gilgit,GB,None,0,0
2022-12-04,31.3502,69.5048,13.2,60.8,0.257,0,6.4,9.3,8,Zhob,Balochistan,None,0,0
2022-12-08,35.8688,71.8574,5.8,35.3,0.182,0,1.9,22.8,9,Chitral,KPK,None,0,0
2022-12-12,35.5499,72.4801,13.6,44.9,0.423,0,9.4,17.8,9,Kalam,KPK,None,0,0
2022-12-16,35.8994,74.3805,13.2,32.6,0.187,0,6.2,9.8,7,Gilgit,GB,None,0,0
2022-12-20,36.3682,74.7293,7.5,34.1,0.317,0,7.9,17.1,6,Hunza,GB,None,0,0
2022-12-24,30.2661,66.9672,11.8,57.3,0.303,0,7.1,14.1,9,Quetta,Balochistan,None,0,0
2022-12-28,35.2301,72.5182,13.2,42.6,0.214,0,4.5,22.0,0,Swat,KPK,None,0,0
2023-01-01,35.8512,71.7751,12.4,43.2,0.297,0,6.0,19.4,5,Chitral,KPK,None,0,0
2023-01-05,35.4788,72.5534,14.6,36.5,0.405,0,8.7,13.6,1,Kalam,KPK,None,0,0
2023-01-09,35.8351,74.3718,7.2,34.3,0.168,0,9.8,8.7,3,Gilgit,GB,None,0,0
2023-01-13,36.3443,74.671,5.1,59.4,0.433,0,5.3,19.4,7,Hunza,GB,None,0,0
2023-01-17,30.0822,66.9866,9.6,41.7,0.369,0,5.5,22.8,8,Quetta,Balochistan,None,0,0
2023-01-21,35.2879,72.4769,5.8,40.3,0.181,0,4.3,11.4,4,Swat,KPK,None,0,0
2023-01-25,31.4157,69.3907,9.3,52.3,0.251,0,2.0,22.2,6,Zhob,Balochistan,None,0,0
2023-01-28,30.4083,67.7613,12.9,29.7,0.292,1,0.0,16.2,29,Ziarat,Balochistan,Dry Weather,1800,1
2023-01-29,30.3354,67.6845,16.2,45.4,0.266,1,0.0,11.9,15,Ziarat,Balochistan,Dry Weather,1800,0
2023-01-29,35.9282,71.8683,14.8,59.4,0.188,0,0.5,7.5,1,Chitral,KPK,None,0,0
2023-02-02,36.0072,74.3901,14.0,63.2,0.399,0,8.5,11.1,8,Gilgit,GB,None,0,0
2023-02-06,36.3415,74.6188,9.3,44.1,0.419,0,4.0,19.5,7,Hunza,GB,None,0,0
2023-02-10,30.1548,66.9819,13.1,36.9,0.318,0,2.3,8.7,3,Quetta,Balochistan,None,0,0
2023-02-14,35.1694,72.4539,11.4,54.3,0.246,0,1.0,21.1,4,Swat,KPK,None,0,0
2023-02-15,35.438,74.1442,13.5,46.6,0.121,1,0.0,6.2,13,Chillas,GB,Human Activity,600,0
2023-02-18,31.2844,69.4699,19.3,30.6,0.378,0,4.5,20.1,9,Zhob,Balochistan,None,0,0
2023-02-22,35.7576,71.769,14.5,31.4,0.303,0,5.7,18.9,2,Chitral,KPK,None,0,0
2023-02-26,35.5054,72.6392,17.0,41.5,0.405,0,7.2,13.0,3,Kalam,KPK,None,0,0
2023-03-02,35.9996,74.4081,13.9,38.9,0.354,0,3.8,11.9,1,Gilgit,GB,None,0,0
2023-03-06,36.3585,74.7478,17.9,38.1,0.177,0,9.5,6.1,2,Hunza,GB,None,0,0
2023-03-10,30.2274,67.0287,22.9,36.7,0.219,0,0.5,13.2,8,Quetta,Balochistan,None,0,0
2023-03-14,35.2221,72.3326,19.1,33.9,0.171,0,6.0,18.1,9,Swat,KPK,None,0,0
2023-03-18,31.3435,69.4316,19.9,19.7,0.371,0,5.8,13.0,1,Zhob,Balochistan,None,0,0
2023-03-20,35.8634,71.7454,23.3,26.1,0.263,1,0.0,21.0,22,Chitral,KPK,Dry Weather,2200,2
2023-03-21,35.8891,71.7712,20.7,24.6,0.236,1,0.0,21.8,11,Chitral,KPK,Dry Weather,2200,0
2023-03-22,35.7958,71.7425,13.9,29.1,0.3,0,9.9,5.9,6,Chitral,KPK,None,0,0
2023-03-26,35.4925,72.636,15.3,40.6,0.203,0,9.3,5.1,0,Kalam,KPK,None,0,0
2023-03-30,35.8494,74.3398,21.5,37.4,0.319,0,5.9,6.4,4,Gilgit,GB,None,0,0
2023-04-03,30.2252,67.0275,32.1,29.6,0.209,0,5.1,34.4,0,Quetta,Balochistan,None,0,0
2023-04-07,35.1788,72.4507,29.5,31.4,0.191,0,6.7,38.1,8,Swat,KPK,None,0,0
2023-04-08,35.2029,72.4047,23.9,18.1,0.187,1,0.0,24.1,18,Swat,KPK,Human Activity,3200,3
2023-04-09,35.2696,72.4541,33.8,35.7,0.292,1,0.0,36.4,21,Swat,KPK,Human Activity,3200,0
2023-04-10,35.2399,72.4745,28.7,7.7,0.193,1,0.0,25.1,12,Swat,KPK,Human Activity,3200,0
2023-04-11,35.2484,72.4407,31.7,11.7,0.3,1,0.0,27.0,18,Swat,KPK,Human Activity,3200,0
2023-04-11,31.2732,69.416,20.3,19.6,0.215,0,1.3,29.3,4,Zhob,Balochistan,None,0,0
2023-04-15,35.7601,71.7626,23.3,27.5,0.343,0,4.9,26.9,8,Chitral,KPK,None,0,0
2023-04-19,35.3902,72.5581,24.5,18.3,0.323,0,9.0,29.2,2,Kalam,KPK,None,0,0
2023-04-22,35.1981,71.8848,27.0,13.5,0.192,1,0.0,29.4,6,Dir,KPK,Dry Weather,2800,1
2023-04-23,35.9434,74.2812,20.7,28.6,0.289,0,8.3,29.9,9,Gilgit,GB,None,0,0
2023-04-23,35.1797,71.8986,28.4,36.8,0.31,1,0.0,44.9,28,Dir,KPK,Dry Weather,2800,0
2023-04-24,35.1635,71.8816,31.8,30.0,0.127,1,0.0,32.8,10,Dir,KPK,Dry Weather,2800,0
2023-04-27,36.3622,74.6112,24.3,42.1,0.4,0,5.0,42.6,3,Hunza,GB,None,0,0
2023-05-01,35.7589,71.7137,28.5,40.5,0.372,0,4.9,37.1,6,Chitral,KPK,None,0,0
2023-05-05,35.465,72.5431,33.8,43.5,0.396,0,5.7,19.5,0,Kalam,KPK,None,0,0
2023-05-09,35.9833,74.2784,29.1,30.4,0.198,0,5.9,26.6,8,Gilgit,GB,None,0,0
2023-05-09,35.5325,72.9574,30.6,5.3,0.217,1,0.9,36.1,23,Kohistan,KPK,Dry Weather,4200,0
2023-05-10,35.4861,72.9991,27.9,7.6,0.157,1,0.0,32.0,24,Kohistan,KPK,Dry Weather,4200,0
2023-05-11,35.4696,72.9568,26.6,19.7,0.273,1,0.0,40.0,22,Kohistan,KPK,Dry Weather,4200,0
2023-05-12,35.467,73.048,29.8,34.9,0.237,1,0.0,27.8,7,Kohistan,KPK,Dry Weather,4200,0
2023-05-13,35.5385,72.9583,32.5,14.4,0.204,1,0.0,17.8,9,Kohistan,KPK,Dry Weather,4200,0
2023-05-13,36.3483,74.5891,25.8,16.1,0.307,0,4.7,22.8,2,Hunza,GB,None,0,0
2023-05-17,30.1558,66.9961,38.5,17.5,0.308,0,0.5,27.7,4,Quetta,Balochistan,None,0,0
2023-05-21,35.1846,72.3994,29.3,39.5,0.321,0,2.8,20.6,5,Swat,KPK,None,0,0
2023-05-25,31.4118,69.5425,35.3,24.4,0.171,0,9.9,33.3,8,Zhob,Balochistan,None,0,0
2023-05-26,34.5837,72.5252,29.1,23.7,0.113,1,0.0,15.2,5,Shangla,KPK,Lightning,3800,4
2023-05-27,34.569,72.507,28.6,17.6,0.31,1,0.0,32.4,10,Shangla,KPK,Lightning,3800,0
2023-05-28,34.6317,72.521,35.9,18.4,0.219,1,0.0,28.3,10,Shangla,KPK,Lightning,3800,0
2023-05-29,34.6362,72.4706,27.9,13.2,0.237,1,0.0,17.8,13,Shangla,KPK,Lightning,3800,0
2023-05-29,35.7659,71.8338,29.9,32.9,0.346,0,3.2,30.6,0,Chitral,KPK,None,0,0
2023-06-02,35.9388,74.3161,31.0,16.3,0.302,0,6.4,40.4,0,Gilgit,GB,None,0,0
2023-06-06,36.2602,74.5526,35.6,28.9,0.557,0,2.6,20.3,7,Hunza,GB,None,0,0
2023-06-10,30.2503,66.9416,39.4,19.0,0.636,0,1.9,17.0,2,Quetta,Balochistan,None,0,0
2023-06-14,35.9521,74.3456,31.0,23.1,0.147,1,0.0,23.8,19,Gilgit,GB,Dry Weather,1400,0
2023-06-14,35.2765,72.3341,32.1,33.7,0.664,0,8.7,37.1,6,Swat,KPK,None,0,0
2023-06-18,31.3418,69.4418,42.0,17.9,0.305,0,3.8,36.6,0,Zhob,Balochistan,None,0,0
2023-06-22,35.7666,71.8484,34.6,18.3,0.596,0,3.0,43.5,6,Chitral,KPK,None,0,0
2023-06-26,35.4014,72.5987,28.0,26.9,0.468,0,7.5,44.5,4,Kalam,KPK,None,0,0
2023-06-30,35.9212,74.2202,30.4,33.0,0.435,0,5.8,44.4,2,Gilgit,GB,None,0,0
2023-07-03,31.3882,69.4293,35.6,19.8,0.119,1,0.0,8.8,28,Zhob,Balochistan,Human Activity,2000,0
2023-07-04,31.2445,69.4587,36.7,60.4,0.606,0,21.2,12.0,8,Zhob,Balochistan,None,0,0
2023-07-04,31.3611,69.3993,33.2,46.0,0.195,1,0.0,24.2,22,Zhob,Balochistan,Human Activity,2000,0
2023-07-08,35.7635,71.7687,32.9,32.5,0.405,0,42.7,16.2,3,Chitral,KPK,None,0,0
2023-07-12,35.4628,72.5623,24.4,55.0,0.541,0,33.3,14.8,0,Kalam,KPK,None,0,0
2023-07-16,35.9374,74.3991,26.2,34.4,0.304,0,16.1,24.6,6,Gilgit,GB,None,0,0
2023-07-20,36.2951,74.7,28.2,64.5,0.499,0,6.3,14.8,5,Hunza,GB,None,0,0
2023-07-24,30.0872,66.9425,40.6,52.8,0.453,0,13.9,23.4,6,Quetta,Balochistan,None,0,0
2023-07-25,35.5102,72.5435,28.2,43.2,0.331,1,0.0,10.0,26,Kalam,KPK,Dry Weather,2500,2
2023-07-26,35.4459,72.5315,30.7,43.7,0.31,1,0.0,17.1,26,Kalam,KPK,Dry Weather,2500,0
2023-07-27,35.4694,72.5816,27.6,31.4,0.101,1,0.0,5.6,11,Kalam,KPK,Dry Weather,2500,0
2023-07-28,35.2769,72.3864,31.3,46.8,0.685,0,33.2,14.2,9,Swat,KPK,None,0,0
2023-08-01,35.916,71.7132,21.6,62.4,0.523,0,29.6,23.5,6,Chitral,KPK,None,0,0
2023-08-05,35.512,72.6199,29.0,51.6,0.487,0,14.1,22.6,7,Kalam,KPK,None,0,0
2023-08-09,35.8266,74.3569,21.9,42.1,0.378,0,18.0,21.5,8,Gilgit,GB,None,0,0
2023-08-13,36.3946,74.7072,25.4,53.8,0.447,0,28.2,14.3,5,Hunza,GB,None,0,0
2023-08-16,36.3598,74.6558,33.2,35.3,0.149,1,0.0,11.2,25,Hunza,GB,Dry Weather,1100,0
2023-08-17,30.161,67.0601,39.6,45.2,0.651,0,21.3,22.5,0,Quetta,Balochistan,None,0,0
2023-08-21,35.1816,72.4572,23.5,35.1,0.514,0,32.2,13.0,4,Swat,KPK,None,0,0
2023-08-25,31.312,69.5177,34.7,32.5,0.441,0,41.2,17.0,0,Zhob,Balochistan,None,0,0
2023-08-29,35.7692,71.8484,26.8,40.8,0.407,0,46.1,9.9,2,Chitral,KPK,None,0,0
2023-09-02,35.8665,74.2125,23.2,30.1,0.558,0,19.0,15.8,9,Gilgit,GB,None,0,0
2023-09-04,34.3245,73.4632,24.0,23.5,0.256,1,0.0,8.3,5,Muzaffarabad,AJK,Lightning,800,0
2023-09-06,36.2252,74.6187,20.9,40.5,0.662,0,33.3,20.7,1,Hunza,GB,None,0,0
2023-09-10,30.2503,67.0152,24.4,56.4,0.333,0,8.1,18.2,7,Quetta,Balochistan,None,0,0
2023-09-14,35.1852,72.5063,23.8,59.3,0.362,0,37.5,21.5,4,Swat,KPK,None,0,0
2023-09-18,31.3055,69.4554,24.3,53.5,0.402,0,44.7,18.2,5,Zhob,Balochistan,None,0,0
2023-09-22,35.8526,71.8695,26.6,35.2,0.649,0,49.0,10.0,8,Chitral,KPK,None,0,0
2023-09-26,35.476,72.5868,19.6,45.7,0.692,0,21.5,8.8,1,Kalam,KPK,None,0,0
2023-09-30,35.8262,74.3536,20.6,52.6,0.59,0,16.2,6.6,5,Gilgit,GB,None,0,0
2023-10-04,31.3244,69.4675,21.7,25.9,0.285,0,6.2,19.5,7,Zhob,Balochistan,None,0,0
2023-10-08,35.777,71.8001,22.6,30.5,0.197,0,4.6,22.1,0,Chitral,KPK,None,0,0
2023-10-12,35.4245,72.578,25.9,18.8,0.166,0,5.6,8.9,3,Kalam,KPK,None,0,0
2023-10-16,36.0103,74.3344,14.2,23.7,0.159,0,7.4,5.6,8,Gilgit,GB,None,0,0
2023-10-19,30.1408,66.9982,24.5,6.2,0.162,1,0.0,22.4,25,Quetta,Balochistan,Dry Weather,500,0
2023-10-20,36.3561,74.7408,25.9,25.0,0.284,0,8.3,22.2,9,Hunza,GB,None,0,0
2023-10-24,30.1057,67.0699,27.1,31.8,0.415,0,3.5,13.8,4,Quetta,Balochistan,None,0,0
2023-10-28,35.1377,72.335,14.3,43.5,0.202,0,8.1,12.4,0,Swat,KPK,None,0,0
2023-11-01,35.7903,71.6938,9.2,18.4,0.187,0,3.5,12.1,3,Chitral,KPK,None,0,0
2023-11-05,35.4741,72.5073,14.6,16.3,0.376,0,9.5,23.3,7,Kalam,KPK,None,0,0
2023-11-08,33.9695,71.4975,22.2,35.1,0.184,1,0.0,6.3,22,Peshawar,KPK,Human Activity,300,0
2023-11-09,36.0216,74.3026,20.0,22.8,0.274,0,3.3,8.6,4,Gilgit,GB,None,0,0
2023-11-13,36.3053,74.7418,9.1,23.0,0.398,0,2.3,23.6,7,Hunza,GB,None,0,0
2023-11-17,30.2235,67.0026,13.7,18.4,0.192,0,7.5,19.1,1,Quetta,Balochistan,None,0,0
2023-11-21,35.2053,72.3473,17.3,28.0,0.218,0,2.3,22.8,5,Swat,KPK,None,0,0
2023-11-25,31.2743,69.4645,11.8,39.2,0.22,0,9.9,6.6,2,Zhob,Balochistan,None,0,0
2023-11-29,35.8777,71.7771,12.5,34.6,0.407,0,0.8,24.0,1,Chitral,KPK,None,0,0
2023-12-03,30.2513,67.0006,8.8,39.5,0.366,0,6.8,16.4,0,Quetta,Balochistan,None,0,0
2023-12-07,35.1496,72.5064,9.1,64.7,0.295,0,1.3,21.7,9,Swat,KPK,None,0,0
2023-12-11,31.4241,69.4373,11.0,38.7,0.261,0,1.3,8.3,2,Zhob,Balochistan,None,0,0
2023-12-15,35.9078,71.8353,5.0,56.4,0.206,0,7.8,11.0,4,Chitral,KPK,None,0,0
2023-12-19,35.4085,72.5725,6.3,32.7,0.287,0,8.2,18.0,2,Kalam,KPK,None,0,0
2023-12-23,35.9714,74.2995,7.3,47.9,0.239,0,6.4,8.8,0,Gilgit,GB,None,0,0
2023-12-27,36.3931,74.5916,12.6,42.3,0.209,0,0.3,9.0,4,Hunza,GB,None,0,0
2023-12-31,30.1746,66.9999,14.1,42.4,0.26,0,5.2,13.7,2,Quetta,Balochistan,None,0,0
2024-01-04,31.2989,69.5355,16.2,55.1,0.199,0,4.9,5.0,2,Zhob,Balochistan,None,0,0
2024-01-08,35.9481,71.8647,10.2,54.1,0.225,0,1.4,23.8,9,Chitral,KPK,None,0,0
2024-01-12,35.4418,72.4894,13.7,42.8,0.169,0,1.8,23.4,8,Kalam,KPK,None,0,0
2024-01-16,35.9816,74.2169,6.4,44.1,0.325,0,6.1,13.5,4,Gilgit,GB,None,0,0
2024-01-20,36.2802,74.6629,7.0,42.9,0.35,0,1.9,5.9,7,Hunza,GB,None,0,0
2024-01-20,30.3662,67.7339,10.0,26.8,0.115,1,0.0,22.8,26,Ziarat,Balochistan,Dry Weather,2000,1
2024-01-21,30.4235,67.7301,9.8,40.6,0.155,1,0.0,17.4,13,Ziarat,Balochistan,Dry Weather,2000,0
2024-01-24,30.1329,66.8793,8.8,58.9,0.173,0,8.0,20.8,4,Quetta,Balochistan,None,0,0
2024-01-28,35.2512,72.4192,6.9,53.7,0.376,0,5.9,11.4,6,Swat,KPK,None,0,0
2024-02-01,35.8682,71.6905,9.5,55.8,0.385,0,1.9,5.2,8,Chitral,KPK,None,0,0
2024-02-05,35.4068,72.5439,14.8,43.4,0.38,0,0.7,20.1,6,Kalam,KPK,None,0,0
2024-02-09,35.853,74.2674,9.0,36.4,0.254,0,8.2,16.1,0,Gilgit,GB,None,0,0
2024-02-13,36.2297,74.744,13.4,50.4,0.309,0,4.8,14.5,9,Hunza,GB,None,0,0
2024-02-17,30.2791,66.9378,14.6,55.4,0.264,0,4.6,8.1,5,Quetta,Balochistan,None,0,0
2024-02-21,35.1303,72.4511,17.2,39.9,0.33,0,1.6,9.0,4,Swat,KPK,None,0,0
2024-02-25,31.3078,69.4657,15.1,52.3,0.165,0,8.1,20.0,8,Zhob,Balochistan,None,0,0
2024-02-28,35.8302,71.7963,17.1,22.9,0.223,1,0.0,16.8,12,Chitral,KPK,Human Activity,1600,0
2024-02-29,35.8213,71.77,17.8,23.5,0.306,1,0.0,16.7,6,Chitral,KPK,Human Activity,1600,0
2024-02-29,35.8832,71.8138,15.8,64.0,0.37,0,1.5,16.3,3,Chitral,KPK,None,0,0
2024-03-04,31.306,69.3931,22.7,18.9,0.408,0,1.7,16.7,8,Zhob,Balochistan,None,0,0
2024-03-08,35.8712,71.8368,12.5,40.8,0.336,0,0.5,5.6,6,Chitral,KPK,None,0,0
2024-03-12,35.4168,72.6429,19.7,32.4,0.323,0,6.1,18.2,2,Kalam,KPK,None,0,0
2024-03-15,35.2332,72.4664,23.8,34.5,0.11,1,0.0,12.5,25,Swat,KPK,Dry Weather,2800,2
2024-03-16,35.9636,74.3647,21.1,22.9,0.183,0,4.4,19.6,7,Gilgit,GB,None,0,0
2024-03-16,35.1868,72.424,17.5,21.4,0.228,1,0.0,10.8,7,Swat,KPK,Dry Weather,2800,0
2024-03-17,35.2671,72.4233,20.0,16.3,0.302,1,0.0,7.1,25,Swat,KPK,Dry Weather,2800,0
2024-03-20,36.2905,74.6814,24.0,23.4,0.312,0,6.4,13.2,6,Hunza,GB,None,0,0
2024-03-24,30.1829,66.8939,13.7,19.4,0.352,0,8.2,16.8,2,Quetta,Balochistan,None,0,0
2024-03-28,35.2659,72.4769,15.4,24.0,0.344,0,0.7,6.7,7,Swat,KPK,None,0,0
2024-04-01,35.7859,71.7151,30.0,42.7,0.311,0,2.6,24.8,6,Chitral,KPK,None,0,0
2024-04-02,35.2477,71.9171,31.9,29.4,0.181,1,0.0,21.7,13,Dir,KPK,Dry Weather,3000,1
2024-04-03,35.2065,71.9029,32.6,16.0,0.258,1,0.0,44.5,16,Dir,KPK,Dry Weather,3000,0
2024-04-04,35.2086,71.8586,30.1,18.0,0.125,1,0.0,29.7,9,Dir,KPK,Dry Weather,3000,0
