date,latitude,longitude,wind_speed_kmh,pressure_hpa,rainfall_mm,humidity_percent,wave_height_m,storm_surge_m,cyclone_category,landfall_occurred,storm_name,city,province,deaths,people_affected
2022-02-19,25.21,64.64,19.5,1013.7,0.0,65.8,1.5,0.1,0,0,None,Ormara,Balochistan,0,0
2022-02-23,25.1227,62.3255,33.6,1007.5,0.0,68.2,0.9,0.4,0,0,None,Gwadar,Balochistan,0,0
2022-02-27,24.656,68.837,35.9,1017.0,0.0,69.7,1.5,0.5,0,0,None,Badin,Sindh,0,0
2022-03-03,25.1227,62.3255,36.1,1012.0,0.0,71.8,1.5,0.4,0,0,None,Gwadar,Balochistan,0,0
2022-03-07,24.656,68.837,13.6,1017.6,0.0,63.5,0.6,0.1,0,0,None,Badin,Sindh,0,0
2022-03-11,24.7461,67.9239,16.0,1006.6,0.0,70.2,1.2,0.1,0,0,None,Thatta,Sindh,0,0
2022-03-15,24.8607,67.0011,12.1,1015.8,0.0,67.3,0.5,0.4,0,0,None,Karachi,Sindh,0,0
2022-03-19,25.21,64.64,19.6,1008.2,0.0,71.5,1.2,0.2,0,0,None,Ormara,Balochistan,0,0
2022-03-23,25.1227,62.3255,30.4,1015.0,12.5,57.6,1.1,0.2,0,0,None,Gwadar,Balochistan,0,0
2022-03-27,24.656,68.837,26.9,1006.2,0.0,66.8,0.3,0.5,0,0,None,Badin,Sindh,0,0
2022-03-31,24.7461,67.9239,29.9,1005.2,10.9,64.6,1.0,0.3,0,0,None,Thatta,Sindh,0,0
2022-04-04,25.21,64.64,20.5,1017.5,10.3,65.1,1.2,0.1,0,0,None,Ormara,Balochistan,0,0
2022-04-08,25.1227,62.3255,23.1,1017.2,0.0,78.8,1.4,0.2,0,0,None,Gwadar,Balochistan,0,0
2022-04-12,24.656,68.837,14.5,1016.9,0.0,74.2,0.8,0.1,0,0,None,Badin,Sindh,0,0
2022-04-16,24.7461,67.9239,37.2,1006.5,0.0,61.0,1.3,0.4,0,0,None,Thatta,Sindh,0,0
2022-04-20,24.8607,67.0011,33.1,1011.0,0.0,60.6,0.5,0.3,0,0,None,Karachi,Sindh,0,0
2022-04-24,25.21,64.64,15.7,1015.4,6.8,70.4,0.9,0.2,0,0,None,Ormara,Balochistan,0,0
2022-04-25,24.919,67.0812,82.1,988.6,55.5,82.9,3.5,0.9,1,0,Arabian Sea Cyclonic Storm,Karachi,Sindh,2,6000
2022-04-28,25.1227,62.3255,14.1,1008.6,0.0,74.7,0.3,0.2,0,0,None,Gwadar,Balochistan,0,0
2022-05-02,24.656,68.837,12.9,1015.2,0.0,61.9,0.9,0.3,0,0,None,Badin,Sindh,0,0
2022-05-06,24.7461,67.9239,36.3,1013.6,0.0,66.9,0.7,0.4,0,0,None,Thatta,Sindh,0,0
2022-05-10,24.8607,67.0011,34.6,1005.3,13.3,73.8,0.6,0.5,0,0,None,Karachi,Sindh,0,0
2022-05-14,25.21,64.64,13.6,1016.0,7.3,58.6,1.3,0.2,0,0,None,Ormara,Balochistan,0,0
2022-05-18,25.1227,62.3255,31.1,1016.8,0.0,67.7,0.7,0.5,0,0,None,Gwadar,Balochistan,0,0
2022-05-20,25.069,62.2695,66.4,992.6,37.3,79.7,3.3,1.4,0,0,Cyclone Asani remnants,Gwadar,Balochistan,0,2500
2022-05-21,25.0249,62.3713,56.4,996.4,36.0,80.5,3.7,0.7,0,0,Cyclone Asani remnants,Gwadar,Balochistan,0,2500
2022-05-22,24.656,68.837,38.7,1015.7,6.8,70.6,0.6,0.3,0,0,None,Badin,Sindh,0,0
2022-05-22,25.0651,62.2893,51.1,999.8,25.1,78.0,2.2,1.5,0,0,Cyclone Asani remnants,Gwadar,Balochistan,0,2500
2022-05-23,25.1328,62.3571,40.0,1002.6,24.2,78.2,3.0,0.6,0,0,Cyclone Asani remnants,Gwadar,Balochistan,0,2500
2022-05-26,24.7461,67.9239,27.9,1007.5,7.4,62.3,1.0,0.5,0,0,None,Thatta,Sindh,0,0
2022-05-30,24.8607,67.0011,36.1,1007.0,0.0,69.5,1.0,0.2,0,0,None,Karachi,Sindh,0,0
2022-06-03,25.1227,62.3255,24.4,1009.3,0.0,60.8,0.3,0.2,0,0,None,Gwadar,Balochistan,0,0
2022-06-07,24.656,68.837,17.6,1005.6,0.0,56.8,0.9,0.3,0,0,None,Badin,Sindh,0,0
2022-06-11,24.7461,67.9239,29.2,1014.9,0.0,75.3,0.3,0.5,0,0,None,Thatta,Sindh,0,0
2022-06-13,24.6316,68.8562,92.7,982.6,79.9,80.9,3.9,1.3,1,0,Cyclone Biparjoy (early),Badin,Sindh,3,12000
2022-06-14,24.7334,68.7651,81.5,986.5,64.8,82.7,4.5,0.8,1,0,Cyclone Biparjoy (early),Badin,Sindh,0,12000
2022-06-15,24.698,68.7976,64.6,988.7,50.2,72.0,3.9,1.2,1,0,Cyclone Biparjoy (early),Badin,Sindh,0,12000
2022-06-15,24.8607,67.0011,17.5,1012.5,0.0,64.9,0.8,0.3,0,0,None,Karachi,Sindh,0,0
2022-06-19,25.21,64.64,24.1,1012.2,0.0,57.7,0.3,0.1,0,0,None,Ormara,Balochistan,0,0
2022-06-23,25.1227,62.3255,30.3,1011.2,0.0,68.2,1.4,0.4,0,0,None,Gwadar,Balochistan,0,0
2022-06-27,24.656,68.837,15.8,1007.2,6.7,58.3,1.2,0.3,0,0,None,Badin,Sindh,0,0
2022-07-01,24.7461,67.9239,38.6,1008.1,0.0,70.0,0.7,0.4,0,0,None,Thatta,Sindh,0,0
2022-07-05,24.8607,67.0011,12.7,1017.9,0.0,70.7,0.9,0.2,0,0,None,Karachi,Sindh,0,0
2022-07-09,25.21,64.64,29.2,1007.4,0.0,75.3,0.4,0.3,0,0,None,Ormara,Balochistan,0,0
2022-07-13,25.1227,62.3255,26.7,1007.8,0.0,76.2,0.9,0.4,0,0,None,Gwadar,Balochistan,0,0
2022-07-17,24.656,68.837,11.4,1016.4,0.0,60.3,1.4,0.4,0,0,None,Badin,Sindh,0,0
2022-07-21,24.7461,67.9239,32.0,1006.6,0.0,76.1,0.8,0.2,0,0,None,Thatta,Sindh,0,0
2022-07-25,24.8607,67.0011,27.5,1013.2,3.2,63.9,1.3,0.5,0,0,None,Karachi,Sindh,0,0
2022-07-29,25.21,64.64,37.8,1010.6,0.0,57.7,1.1,0.1,0,0,None,Ormara,Balochistan,0,0
2022-08-02,24.656,68.837,20.8,1014.0,0.0,63.2,0.8,0.4,0,0,None,Badin,Sindh,0,0
2022-08-06,24.7461,67.9239,20.7,1013.7,0.0,78.4,0.8,0.3,0,0,None,Thatta,Sindh,0,0
2022-08-10,24.8607,67.0011,19.5,1007.3,0.0,68.6,1.1,0.4,0,0,None,Karachi,Sindh,0,0
2022-08-14,25.21,64.64,33.1,1013.8,11.3,79.5,0.8,0.3,0,0,None,Ormara,Balochistan,0,0
2022-08-18,25.1227,62.3255,27.0,1006.8,1.9,56.7,0.3,0.4,0,0,None,Gwadar,Balochistan,0,0
2022-08-22,24.656,68.837,19.0,1006.6,14.0,76.4,0.8,0.4,0,0,None,Badin,Sindh,0,0
2022-08-26,24.7461,67.9239,30.3,1017.3,12.2,73.3,1.2,0.4,0,0,None,Thatta,Sindh,0,0
2022-08-30,24.8607,67.0011,11.9,1006.8,0.0,76.4,1.0,0.3,0,0,None,Karachi,Sindh,0,0
2022-09-03,25.1227,62.3255,34.2,1006.7,6.6,77.0,1.4,0.4,0,0,None,Gwadar,Balochistan,0,0
2022-09-07,24.656,68.837,27.5,1008.5,4.8,77.6,0.5,0.4,0,0,None,Badin,Sindh,0,0
2022-09-11,24.7461,67.9239,28.9,1006.5,0.0,62.5,1.0,0.3,0,0,None,Thatta,Sindh,0,0
2022-09-15,24.8607,67.0011,17.4,1015.4,8.0,55.1,0.9,0.2,0,0,None,Karachi,Sindh,0,0
2022-09-19,25.21,64.64,18.7,1007.6,0.0,59.3,0.5,0.3,0,0,None,Ormara,Balochistan,0,0
2022-09-23,25.1227,62.3255,26.4,1015.1,0.0,55.7,0.8,0.4,0,0,None,Gwadar,Balochistan,0,0
2022-09-27,24.656,68.837,25.5,1008.4,0.0,61.7,1.4,0.4,0,0,None,Badin,Sindh,0,0
2022-10-01,24.7461,67.9239,35.8,1012.8,0.0,62.6,1.5,0.4,0,0,None,Thatta,Sindh,0,0
2022-10-05,24.8607,67.0011,28.5,1007.8,2.2,77.3,0.4,0.5,0,0,None,Karachi,Sindh,0,0
2022-10-09,25.21,64.64,32.7,1012.6,9.0,60.9,1.4,0.3,0,0,None,Ormara,Balochistan,0,0
2022-10-13,25.1227,62.3255,36.4,1006.4,7.9,73.2,1.2,0.2,0,0,None,Gwadar,Balochistan,0,0
2022-10-17,24.656,68.837,27.1,1010.5,0.0,66.9,0.8,0.4,0,0,None,Badin,Sindh,0,0
2022-10-21,24.7461,67.9239,24.0,1011.3,0.0,57.2,1.3,0.4,0,0,None,Thatta,Sindh,0,0
2022-10-24,24.6995,67.9316,62.8,994.6,48.6,76.9,3.4,0.8,0,0,Arabian Sea Depression,Thatta,Sindh,1,3500
2022-10-25,24.8607,67.0011,16.8,1014.2,7.0,68.4,1.4,0.2,0,0,None,Karachi,Sindh,0,0
2022-10-25,24.6928,67.9586,60.2,998.6,41.7,75.8,3.0,0.5,0,0,Arabian Sea Depression,Thatta,Sindh,0,3500
2022-10-26,24.7298,68.0206,45.6,1001.7,29.3,77.2,2.3,0.6,0,0,Arabian Sea Depression,Thatta,Sindh,0,3500
2022-10-27,24.713,67.8767,40.0,1004.6,23.1,74.2,1.8,0.9,0,0,Arabian Sea Depression,Thatta,Sindh,0,3500
2022-10-29,25.21,64.64,11.8,1011.8,12.6,69.5,1.4,0.1,0,0,None,Ormara,Balochistan,0,0
2022-11-02,24.656,68.837,38.8,1014.6,0.0,69.4,1.4,0.4,0,0,None,Badin,Sindh,0,0
2022-11-06,24.7461,67.9239,26.0,1009.8,14.7,76.5,0.6,0.4,0,0,None,Thatta,Sindh,0,0
2022-11-10,24.8607,67.0011,38.4,1014.4,0.0,68.5,1.0,0.5,0,0,None,Karachi,Sindh,0,0
2022-11-14,25.21,64.64,31.3,1014.9,13.7,68.1,0.5,0.4,0,0,None,Ormara,Balochistan,0,0
2022-11-14,24.9247,67.0833,81.8,987.0,64.5,80.5,3.3,0.9,1,0,Cyclone Mandous,Karachi,Sindh,2,7000
2022-11-15,24.834,66.9097,75.3,989.6,47.3,78.8,4.4,0.8,1,0,Cyclone Mandous,Karachi,Sindh,0,7000
2022-11-18,25.1227,62.3255,32.8,1005.5,12.5,70.6,0.4,0.5,0,0,None,Gwadar,Balochistan,0,0
2022-11-22,24.656,68.837,21.5,1015.4,0.0,67.6,0.7,0.3,0,0,None,Badin,Sindh,0,0
2022-11-26,24.7461,67.9239,11.7,1016.7,0.0,74.7,0.4,0.1,0,0,None,Thatta,Sindh,0,0
2022-11-30,24.8607,67.0011,16.3,1008.5,0.0,75.4,1.5,0.4,0,0,None,Karachi,Sindh,0,0
2022-12-04,25.21,64.64,37.3,1014.2,0.0,65.5,1.0,0.3,0,0,None,Ormara,Balochistan,0,0
2022-12-08,25.1227,62.3255,20.5,1010.2,10.5,59.1,0.9,0.3,0,0,None,Gwadar,Balochistan,0,0
2022-12-12,24.656,68.837,34.3,1005.6,0.0,55.7,0.5,0.4,0,0,None,Badin,Sindh,0,0
2022-12-16,24.7461,67.9239,37.4,1008.3,11.9,77.3,0.6,0.5,0,0,None,Thatta,Sindh,0,0
2022-12-20,24.8607,67.0011,24.4,1015.8,0.0,73.6,0.5,0.5,0,0,None,Karachi,Sindh,0,0
2022-12-24,25.21,64.64,24.1,1005.8,0.0,71.6,1.3,0.3,0,0,None,Ormara,Balochistan,0,0
2022-12-28,25.1227,62.3255,18.4,1011.9,0.0,68.9,0.4,0.3,0,0,None,Gwadar,Balochistan,0,0
2023-01-01,24.7461,67.9239,22.0,1011.3,0.0,75.6,1.5,0.5,0,0,None,Thatta,Sindh,0,0
2023-01-05,24.8607,67.0011,12.8,1007.5,0.0,59.2,0.9,0.3,0,0,None,Karachi,Sindh,0,0
2023-01-09,25.21,64.64,36.8,1016.7,0.0,64.4,0.3,0.2,0,0,None,Ormara,Balochistan,0,0
2023-01-13,25.1227,62.3255,26.7,1009.1,0.0,59.1,0.9,0.4,0,0,None,Gwadar,Balochistan,0,0
2023-01-17,24.656,68.837,32.9,1012.6,12.2,78.7,0.7,0.1,0,0,None,Badin,Sindh,0,0
2023-01-21,24.7461,67.9239,15.3,1011.0,0.0,72.6,0.7,0.4,0,0,None,Thatta,Sindh,0,0
2023-01-25,24.8607,67.0011,25.6,1007.8,0.0,78.8,0.7,0.4,0,0,None,Karachi,Sindh,0,0
2023-01-29,25.21,64.64,35.8,1006.7,0.0,74.9,0.7,0.3,0,0,None,Ormara,Balochistan,0,0
2023-02-02,24.656,68.837,23.1,1015.6,0.0,62.3,1.4,0.3,0,0,None,Badin,Sindh,0,0
2023-02-06,24.7461,67.9239,23.9,1012.2,3.3,78.7,1.1,0.4,0,0,None,Thatta,Sindh,0,0
2023-02-10,24.8607,67.0011,38.1,1017.2,0.0,64.2,0.5,0.2,0,0,None,Karachi,Sindh,0,0
2023-02-14,25.21,64.64,18.5,1011.8,1.7,79.7,1.0,0.3,0,0,None,Ormara,Balochistan,0,0
2023-02-18,25.1227,62.3255,39.5,1010.0,0.0,70.2,0.8,0.4,0,0,None,Gwadar,Balochistan,0,0
2023-02-22,24.656,68.837,30.1,1013.5,5.5,63.0,0.5,0.3,0,0,None,Badin,Sindh,0,0
2023-02-26,24.7461,67.9239,24.8,1010.6,0.0,59.0,1.1,0.4,0,0,None,Thatta,Sindh,0,0
2023-03-02,24.656,68.837,36.8,1015.5,0.0,60.1,1.4,0.3,0,0,None,Badin,Sindh,0,0
2023-03-06,24.7461,67.9239,34.9,1008.5,0.0,77.0,0.8,0.2,0,0,None,Thatta,Sindh,0,0
2023-03-10,24.8607,67.0011,34.5,1008.5,0.0,55.5,0.7,0.2,0,0,None,Karachi,Sindh,0,0
2023-03-14,25.21,64.64,10.9,1005.2,0.0,57.3,0.3,0.2,0,0,None,Ormara,Balochistan,0,0
2023-03-18,25.1227,62.3255,28.8,1015.1,10.3,62.7,0.4,0.2,0,0,None,Gwadar,Balochistan,0,0
2023-03-22,24.656,68.837,19.2,1008.0,0.0,74.1,1.1,0.2,0,0,None,Badin,Sindh,0,0
2023-03-26,24.7461,67.9239,24.0,1008.8,0.0,55.6,1.1,0.4,0,0,None,Thatta,Sindh,0,0
2023-03-30,24.8607,67.0011,20.9,1009.6,0.0,76.7,0.8,0.4,0,0,None,Karachi,Sindh,0,0
2023-04-03,25.1227,62.3255,19.4,1006.5,0.0,59.2,0.3,0.2,0,0,None,Gwadar,Balochistan,0,0
2023-04-07,24.656,68.837,14.9,1015.1,0.0,79.8,1.3,0.3,0,0,None,Badin,Sindh,0,0
2023-04-11,24.7461,67.9239,25.4,1017.7,12.0,59.7,0.5,0.1,0,0,None,Thatta,Sindh,0,0
2023-04-15,24.8607,67.0011,23.8,1007.6,7.1,62.8,0.8,0.4,0,0,None,Karachi,Sindh,0,0
2023-04-19,25.21,64.64,35.5,1015.0,0.0,68.8,1.1,0.4,0,0,None,Ormara,Balochistan,0,0
2023-04-23,25.1227,62.3255,11.5,1010.7,12.6,56.5,1.1,0.5,0,0,None,Gwadar,Balochistan,0,0
2023-04-27,24.656,68.837,31.1,1015.2,0.0,71.1,0.5,0.2,0,0,None,Badin,Sindh,0,0
2023-05-01,24.7461,67.9239,24.0,1011.1,0.0,62.0,1.2,0.4,0,0,None,Thatta,Sindh,0,0
2023-05-05,24.8607,67.0011,39.7,1012.0,0.0,68.2,0.8,0.3,0,0,None,Karachi,Sindh,0,0
2023-05-09,25.21,64.64,33.2,1010.3,8.5,79.6,1.3,0.3,0,0,None,Ormara,Balochistan,0,0
2023-05-13,25.1227,62.3255,15.9,1010.1,0.0,76.5,0.7,0.3,0,0,None,Gwadar,Balochistan,0,0
2023-05-17,24.656,68.837,30.3,1015.8,0.0,73.9,1.4,0.4,0,0,None,Badin,Sindh,0,0
2023-05-21,24.7461,67.9239,22.4,1008.3,0.0,68.8,0.6,0.1,0,0,None,Thatta,Sindh,0,0
2023-05-25,24.8607,67.0011,34.0,1015.4,0.0,69.8,1.4,0.1,0,0,None,Karachi,Sindh,0,0
2023-05-29,25.21,64.64,31.5,1005.7,0.0,57.8,1.1,0.2,0,0,None,Ormara,Balochistan,0,0
2023-06-02,24.656,68.837,19.6,1009.8,4.1,73.8,0.6,0.5,0,0,None,Badin,Sindh,0,0
2023-06-06,24.7461,67.9239,36.1,1012.2,0.0,67.2,0.4,0.1,0,0,None,Thatta,Sindh,0,0
2023-06-10,24.8607,67.0011,31.4,1006.2,12.9,76.9,0.8,0.3,0,0,None,Karachi,Sindh,0,0
2023-06-11,24.8737,66.9819,147.1,958.2,109.9,83.8,5.4,0.7,3,0,Cyclone Biparjoy,Karachi,Sindh,5,80000
2023-06-12,24.831,67.8809,153.9,956.9,122.4,86.8,6.7,0.9,3,0,Cyclone Biparjoy,Thatta,Sindh,6,90000
2023-06-12,24.8452,66.9377,129.5,960.3,90.4,79.1,6.0,0.3,3,0,Cyclone Biparjoy,Karachi,Sindh,0,80000
2023-06-13,24.8318,67.0232,109.9,964.8,74.1,83.9,4.7,1.4,3,0,Cyclone Biparjoy,Karachi,Sindh,0,80000
2023-06-13,24.6862,68.9147,164.6,953.6,129.3,90.4,6.8,0.7,3,0,Cyclone Biparjoy,Badin,Sindh,7,100000
2023-06-13,24.6516,67.8887,129.4,959.2,97.6,82.0,5.7,0.9,3,0,Cyclone Biparjoy,Thatta,Sindh,0,90000
2023-06-14,24.6845,67.8793,106.0,961.9,81.0,85.3,4.7,1.5,3,0,Cyclone Biparjoy,Thatta,Sindh,0,90000
2023-06-14,24.1501,67.5291,129.9,968.2,152.9,79.7,7.0,3.7,3,1,Cyclone Biparjoy - Landfall,Keti Bandar,Sindh,3,120000
2023-06-14,25.21,64.64,13.9,1015.5,14.6,70.3,0.5,0.2,0,0,None,Ormara,Balochistan,0,0
2023-06-14,24.8848,66.9808,87.2,967.5,64.1,78.0,4.9,0.7,3,0,Cyclone Biparjoy,Karachi,Sindh,0,80000
2023-06-15,25.4767,68.3042,78.0,985.6,82.9,75.7,3.1,1.8,1,1,Cyclone Biparjoy post,Hyderabad,Sindh,2,50000
2023-06-15,24.6898,67.8671,85.6,964.8,69.0,74.9,4.3,0.6,3,0,Cyclone Biparjoy,Thatta,Sindh,0,90000
2023-06-15,24.1786,67.5397,113.0,970.9,127.8,85.9,5.0,3.8,3,1,Cyclone Biparjoy - Landfall,Keti Bandar,Sindh,0,120000
2023-06-16,24.2269,67.4235,90.5,974.4,102.1,74.3,6.4,3.5,3,1,Cyclone Biparjoy - Landfall,Keti Bandar,Sindh,0,120000
2023-06-16,25.4325,68.2896,63.5,988.3,71.9,78.4,3.8,1.7,1,1,Cyclone Biparjoy post,Hyderabad,Sindh,0,50000
2023-06-17,25.3957,68.4238,59.6,991.1,55.3,76.8,3.5,1.9,1,1,Cyclone Biparjoy post,Hyderabad,Sindh,0,50000
2023-06-18,25.1227,62.3255,16.4,1006.2,0.0,71.4,0.8,0.4,0,0,None,Gwadar,Balochistan,0,0
2023-06-22,24.656,68.837,22.4,1009.9,0.0,67.4,0.4,0.3,0,0,None,Badin,Sindh,0,0
2023-06-26,24.7461,67.9239,15.9,1005.3,0.0,60.4,1.2,0.5,0,0,None,Thatta,Sindh,0,0
2023-06-30,24.8607,67.0011,11.3,1011.5,5.3,66.6,0.7,0.3,0,0,None,Karachi,Sindh,0,0
2023-07-04,25.21,64.64,15.3,1017.5,0.0,56.1,0.5,0.4,0,0,None,Ormara,Balochistan,0,0
2023-07-08,25.1227,62.3255,32.7,1012.3,0.0,77.5,0.9,0.3,0,0,None,Gwadar,Balochistan,0,0
2023-07-12,24.656,68.837,10.3,1008.1,0.0,70.6,1.0,0.1,0,0,None,Badin,Sindh,0,0
2023-07-16,24.7461,67.9239,25.2,1013.3,0.0,55.7,1.0,0.2,0,0,None,Thatta,Sindh,0,0
2023-07-20,24.8607,67.0011,29.0,1013.2,0.0,57.7,0.8,0.4,0,0,None,Karachi,Sindh,0,0
2023-07-24,25.21,64.64,24.9,1012.7,14.0,57.1,0.9,0.2,0,0,None,Ormara,Balochistan,0,0
2023-07-28,25.1227,62.3255,10.2,1017.0,14.5,79.1,1.4,0.3,0,0,None,Gwadar,Balochistan,0,0
2023-08-01,24.7461,67.9239,24.7,1007.1,9.5,76.0,0.9,0.4,0,0,None,Thatta,Sindh,0,0
2023-08-05,24.8607,67.0011,18.8,1013.1,0.0,71.6,1.5,0.4,0,0,None,Karachi,Sindh,0,0
2023-08-09,25.21,64.64,13.9,1011.3,9.8,69.5,1.2,0.3,0,0,None,Ormara,Balochistan,0,0
2023-08-13,25.1227,62.3255,11.1,1008.7,7.5,62.2,0.5,0.3,0,0,None,Gwadar,Balochistan,0,0
2023-08-17,24.656,68.837,36.9,1007.4,0.0,70.8,1.3,0.2,0,0,None,Badin,Sindh,0,0
2023-08-21,24.7461,67.9239,13.5,1006.6,0.0,76.0,0.9,0.1,0,0,None,Thatta,Sindh,0,0
2023-08-25,24.8607,67.0011,27.3,1007.1,5.3,72.0,1.1,0.4,0,0,None,Karachi,Sindh,0,0
2023-08-29,25.21,64.64,19.7,1014.1,0.0,71.1,0.4,0.4,0,0,None,Ormara,Balochistan,0,0
2023-09-02,24.656,68.837,14.1,1011.7,0.0,72.2,1.4,0.4,0,0,None,Badin,Sindh,0,0
2023-09-06,24.7461,67.9239,31.0,1008.5,0.0,76.3,0.7,0.4,0,0,None,Thatta,Sindh,0,0
2023-09-10,24.8607,67.0011,35.5,1016.6,0.0,76.5,0.6,0.2,0,0,None,Karachi,Sindh,0,0
2023-09-14,25.21,64.64,23.1,1016.0,0.0,57.4,0.8,0.1,0,0,None,Ormara,Balochistan,0,0
2023-09-18,25.1227,62.3255,10.6,1006.6,0.0,63.5,0.5,0.3,0,0,None,Gwadar,Balochistan,0,0
2023-09-22,24.656,68.837,29.4,1012.7,7.7,69.6,0.4,0.3,0,0,None,Badin,Sindh,0,0
2023-09-26,24.7461,67.9239,21.5,1017.5,0.0,70.1,1.0,0.4,0,0,None,Thatta,Sindh,0,0
2023-09-30,24.8607,67.0011,21.9,1009.0,0.0,66.0,0.4,0.3,0,0,None,Karachi,Sindh,0,0
2023-10-04,25.21,64.64,26.5,1005.5,0.0,79.2,1.3,0.4,0,0,None,Ormara,Balochistan,0,0
2023-10-08,25.1227,62.3255,11.9,1008.9,10.6,74.8,1.5,0.3,0,0,None,Gwadar,Balochistan,0,0
2023-10-12,24.656,68.837,17.9,1008.7,0.0,66.9,0.8,0.3,0,0,None,Badin,Sindh,0,0
2023-10-16,24.7461,67.9239,31.8,1011.7,11.1,72.8,0.4,0.1,0,0,None,Thatta,Sindh,0,0
2023-10-20,25.0466,62.3971,74.3,991.7,37.4,77.2,3.8,1.3,1,0,Arabian Sea Storm,Gwadar,Balochistan,0,2000
2023-10-20,24.8607,67.0011,38.5,1005.4,0.0,70.7,1.1,0.4,0,0,None,Karachi,Sindh,0,0
2023-10-21,25.1013,62.3718,62.9,993.2,33.1,73.0,3.2,1.4,1,0,Arabian Sea Storm,Gwadar,Balochistan,0,2000
2023-10-24,25.21,64.64,18.2,1005.7,0.0,55.8,0.6,0.4,0,0,None,Ormara,Balochistan,0,0
2023-10-28,25.1227,62.3255,34.5,1007.1,0.0,56.5,1.3,0.3,0,0,None,Gwadar,Balochistan,0,0
2023-11-01,24.7461,67.9239,26.1,1005.1,0.0,64.5,1.2,0.5,0,0,None,Thatta,Sindh,0,0
2023-11-05,24.8607,67.0011,19.3,1015.3,0.0,64.4,0.5,0.3,0,0,None,Karachi,Sindh,0,0
2023-11-08,24.9454,66.9338,88.2,984.5,56.7,76.6,3.7,0.4,1,0,Cyclone Midhili,Karachi,Sindh,2,8000
2023-11-09,25.21,64.64,11.5,1005.2,1.7,66.9,0.9,0.4,0,0,None,Ormara,Balochistan,0,0
2023-11-13,25.1227,62.3255,24.0,1017.7,6.5,55.2,1.3,0.1,0,0,None,Gwadar,Balochistan,0,0
2023-11-17,24.656,68.837,13.3,1017.6,12.1,65.8,0.8,0.5,0,0,None,Badin,Sindh,0,0
2023-11-21,24.7461,67.9239,19.7,1014.7,0.0,60.1,1.4,0.4,0,0,None,Thatta,Sindh,0,0
2023-11-25,24.8607,67.0011,13.6,1010.3,1.9,67.7,1.1,0.2,0,0,None,Karachi,Sindh,0,0
2023-11-29,25.21,64.64,26.1,1014.3,0.0,58.5,0.7,0.2,0,0,None,Ormara,Balochistan,0,0
2023-12-03,25.1227,62.3255,30.6,1014.3,3.1,63.8,0.6,0.4,0,0,None,Gwadar,Balochistan,0,0
2023-12-07,24.656,68.837,35.3,1013.7,2.5,75.8,0.9,0.1,0,0,None,Badin,Sindh,0,0
2023-12-11,24.7461,67.9239,19.9,1008.6,5.7,61.8,0.7,0.3,0,0,None,Thatta,Sindh,0,0
2023-12-15,24.8607,67.0011,16.5,1015.8,0.0,55.1,1.4,0.2,0,0,None,Karachi,Sindh,0,0
2023-12-19,25.21,64.64,31.9,1012.5,0.0,74.6,0.4,0.4,0,0,None,Ormara,Balochistan,0,0
2023-12-23,25.1227,62.3255,21.7,1015.9,0.0,74.5,0.7,0.4,0,0,None,Gwadar,Balochistan,0,0
2023-12-27,24.656,68.837,35.1,1015.9,0.0,60.6,1.4,0.5,0,0,None,Badin,Sindh,0,0
2023-12-31,24.7461,67.9239,37.5,1005.7,0.0,79.0,0.9,0.2,0,0,None,Thatta,Sindh,0,0
2024-01-04,25.21,64.64,16.1,1016.5,0.0,63.8,1.1,0.1,0,0,None,Ormara,Balochistan,0,0
2024-01-08,25.1227,62.3255,20.7,1009.8,9.4,79.7,0.5,0.2,0,0,None,Gwadar,Balochistan,0,0
2024-01-12,24.656,68.837,18.3,1009.1,4.2,55.6,0.7,0.3,0,0,None,Badin,Sindh,0,0
2024-01-16,24.7461,67.9239,38.8,1007.1,0.0,57.4,1.2,0.3,0,0,None,Thatta,Sindh,0,0
2024-01-20,24.8607,67.0011,16.6,1006.3,7.0,76.9,1.2,0.3,0,0,None,Karachi,Sindh,0,0
2024-01-24,25.21,64.64,21.3,1007.9,4.9,62.6,0.8,0.2,0,0,None,Ormara,Balochistan,0,0
2024-01-28,25.1227,62.3255,24.6,1015.7,11.4,77.8,1.4,0.4,0,0,None,Gwadar,Balochistan,0,0
2024-02-01,24.7461,67.9239,28.5,1013.7,0.0,78.9,0.7,0.3,0,0,None,Thatta,Sindh,0,0
2024-02-05,24.8607,67.0011,18.0,1009.8,0.0,65.4,1.0,0.1,0,0,None,Karachi,Sindh,0,0
2024-02-09,25.21,64.64,33.3,1016.7,0.0,59.7,1.2,0.2,0,0,None,Ormara,Balochistan,0,0
2024-02-13,25.1227,62.3255,29.8,1014.9,7.2,74.6,0.6,0.3,0,0,None,Gwadar,Balochistan,0,0
2024-02-17,24.656,68.837,36.7,1014.2,8.2,61.2,1.0,0.3,0,0,None,Badin,Sindh,0,0
2024-02-21,24.7461,67.9239,37.8,1005.5,0.0,63.2,1.1,0.4,0,0,None,Thatta,Sindh,0,0
2024-02-25,24.8607,67.0011,16.8,1006.2,1.7,69.9,1.0,0.4,0,0,None,Karachi,Sindh,0,0
2024-02-29,25.21,64.64,35.4,1007.6,0.0,79.7,0.9,0.2,0,0,None,Ormara,Balochistan,0,0
2024-03-04,25.21,64.64,14.5,1012.0,0.0,58.2,0.6,0.2,0,0,None,Ormara,Balochistan,0,0
