date,latitude,longitude,rainfall_mm,max_24hr_rainfall_mm,slope_degree,elevation_m,soil_type,consecutive_wet_days,landslide_occurred,city,province,landslide_cause,deaths,people_affected
2022-03-15,35.8353,71.8361,12.6,6.9,29.4,1678,Loam,4,0,Chitral,KPK,None,0,0
2022-03-19,35.9307,74.243,0.0,0.0,28.1,2620,Clay,3,0,Gilgit,GB,None,0,0
2022-03-23,35.1667,71.8502,0.0,0.0,29.1,2627,Loam,0,0,Dir,KPK,None,0,0
2022-03-27,35.8496,71.7355,12.1,8.2,20.5,2988,Clay,4,0,Chitral,KPK,None,0,0
2022-03-31,36.0064,74.2652,4.9,2.8,12.3,1524,Silt,0,0,Gilgit,GB,None,0,0
2022-04-04,36.2337,74.7117,10.0,4.4,13.5,2682,Silt,0,0,Hunza,GB,None,0,0
2022-04-05,36.3279,74.6671,34.8,30.0,54.7,3468,Clay,7,1,Hunza,GB,Snowmelt,5,700
2022-04-06,36.3591,74.6026,25.4,13.4,51.3,3822,Loam,7,1,Hunza,GB,Snowmelt,0,700
2022-04-08,34.4172,73.3975,12.0,3.6,13.0,2584,Loam,1,0,Muzaffarabad,AJK,None,0,0
2022-04-12,35.1235,72.3955,5.6,3.4,27.2,1761,Sandy Loam,1,0,Swat,KPK,None,0,0
2022-04-16,36.3283,74.6212,0.0,0.0,29.4,4351,Sandy Loam,1,0,Hunza,GB,None,0,0
2022-04-20,34.3523,73.5109,0.0,0.0,19.4,1381,Rocky,3,0,Muzaffarabad,AJK,None,0,0
2022-04-24,35.1724,72.4103,6.7,4.0,11.2,3024,Rocky,1,0,Swat,KPK,None,0,0
2022-04-28,36.3256,74.6407,0.6,0.4,23.9,1234,Sandy Loam,1,0,Hunza,GB,None,0,0
2022-05-02,34.3156,73.4732,0.0,0.0,17.6,2970,Rocky,4,0,Muzaffarabad,AJK,None,0,0
2022-05-06,35.1671,72.4621,2.2,1.2,22.0,2148,Clay,2,0,Swat,KPK,None,0,0
2022-05-10,36.3325,74.6837,8.0,3.3,10.4,3465,Silt,3,0,Hunza,GB,None,0,0
2022-05-14,34.2862,73.4045,0.0,0.0,26.8,1329,Clay,4,0,Muzaffarabad,AJK,None,0,0
2022-05-18,35.1619,72.3671,0.0,0.0,11.2,1660,Sandy Loam,4,0,Swat,KPK,None,0,0
2022-05-20,35.2378,72.4349,50.8,40.4,41.7,2544,Silt,14,1,Swat,KPK,Heavy Rain,9,550
2022-05-21,35.2423,72.4181,58.7,44.8,42.6,3012,Silt,9,1,Swat,KPK,Heavy Rain,0,550
2022-05-22,36.2962,74.6598,20.9,9.0,22.3,3756,Loam,4,0,Hunza,GB,None,0,0
2022-05-26,34.3528,73.5356,13.1,5.8,23.4,2627,Clay,0,0,Muzaffarabad,AJK,None,0,0
2022-05-30,35.1811,72.4204,0.0,0.0,18.6,1214,Loam,4,0,Swat,KPK,None,0,0
2022-06-03,35.7921,71.6894,8.8,4.8,26.9,1796,Loam,1,0,Chitral,KPK,None,0,0
2022-06-07,35.9323,74.3193,0.0,0.0,14.3,4081,Clay,0,0,Gilgit,GB,None,0,0
2022-06-11,35.1902,71.8626,0.0,0.0,17.7,1918,Rocky,3,0,Dir,KPK,None,0,0
2022-06-14,35.5218,72.9864,68.9,56.0,51.0,1691,Clay,9,1,Kohistan,KPK,Monsoon Rain,18,1200
2022-06-15,35.9291,71.6957,0.0,0.0,17.9,1407,Rocky,1,0,Chitral,KPK,None,0,0
2022-06-19,36.0144,74.3955,0.0,0.0,23.1,3426,Clay,2,0,Gilgit,GB,None,0,0
2022-06-23,35.2983,71.8888,0.0,0.0,12.0,1195,Clay,2,0,Dir,KPK,None,0,0
2022-06-27,35.7959,71.7638,13.8,5.4,10.9,2131,Clay,1,0,Chitral,KPK,None,0,0
2022-07-01,35.217,71.916,97.9,51.1,46.4,1090,Loam,8,1,Dir,KPK,Monsoon Rain,14,900
2022-07-01,35.8469,74.3801,0.0,0.0,16.4,1382,Silt,2,0,Gilgit,GB,None,0,0
2022-07-02,35.1728,71.8586,55.5,41.8,44.6,2794,Loam,7,1,Dir,KPK,Monsoon Rain,0,900
2022-07-05,35.1242,71.8487,4.5,2.4,29.4,2721,Rocky,2,0,Dir,KPK,None,0,0
2022-07-09,35.8043,71.7273,27.7,19.0,13.6,3048,Clay,2,0,Chitral,KPK,None,0,0
2022-07-13,35.9617,74.2702,13.5,4.4,15.1,1214,Rocky,4,0,Gilgit,GB,None,0,0
2022-07-15,34.6504,72.4998,99.4,62.3,44.0,2247,Rocky,5,1,Shangla,KPK,Monsoon Rain,20,1500
2022-07-16,34.6228,72.5592,61.2,32.8,45.1,2159,Loam,4,1,Shangla,KPK,Monsoon Rain,0,1500
2022-07-17,34.6656,72.5161,64.2,53.1,44.7,911,Clay,14,1,Shangla,KPK,Monsoon Rain,0,1500
2022-07-17,35.1691,71.8499,13.1,5.1,19.2,1625,Silt,4,0,Dir,KPK,None,0,0
2022-07-21,35.7592,71.7834,10.6,5.9,23.6,1481,Rocky,0,0,Chitral,KPK,None,0,0
2022-07-25,35.9729,74.3733,0.0,0.0,26.5,4413,Clay,2,0,Gilgit,GB,None,0,0
2022-07-28,34.3623,73.4722,54.0,45.0,45.3,1779,Sandy Loam,13,1,Muzaffarabad,AJK,Monsoon Rain,12,900
2022-07-29,35.242,71.9209,0.0,0.0,25.9,1726,Loam,2,0,Dir,KPK,None,0,0
2022-07-29,34.3433,73.4907,91.9,75.0,42.2,2924,Loam,7,1,Muzaffarabad,AJK,Monsoon Rain,0,900
2022-08-02,34.4328,73.4733,0.0,0.0,12.6,1156,Clay,3,0,Muzaffarabad,AJK,None,0,0
2022-08-06,35.1618,72.4145,0.0,0.0,28.8,3332,Clay,4,0,Swat,KPK,None,0,0
2022-08-10,36.3019,74.5513,0.0,0.0,10.5,4442,Loam,2,0,Hunza,GB,None,0,0
2022-08-10,35.8864,74.356,109.5,67.4,56.3,1907,Clay,6,1,Gilgit,GB,Monsoon Rain,8,600
2022-08-11,35.8844,74.3543,80.3,59.5,55.9,3647,Rocky,3,1,Gilgit,GB,Monsoon Rain,0,600
2022-08-12,35.8963,74.31,56.7,31.5,58.4,3468,Rocky,11,1,Gilgit,GB,Monsoon Rain,0,600
2022-08-14,34.3072,73.4482,8.7,3.3,15.6,1929,Clay,3,0,Muzaffarabad,AJK,None,0,0
2022-08-18,35.1316,72.4617,0.0,0.0,17.7,3439,Loam,3,0,Swat,KPK,None,0,0
2022-08-22,34.5417,73.9493,40.3,28.9,57.4,1142,Loam,7,1,Neelum Valley,AJK,Monsoon Rain,6,400
2022-08-22,36.2736,74.6457,0.6,0.3,29.7,2984,Loam,4,0,Hunza,GB,None,0,0
2022-08-23,34.5545,73.8713,86.3,76.2,56.9,709,Clay,8,1,Neelum Valley,AJK,Monsoon Rain,0,400
2022-08-26,34.365,73.5687,0.7,0.3,27.9,1100,Silt,4,0,Muzaffarabad,AJK,None,0,0
2022-08-30,35.2982,72.3518,29.6,18.3,24.6,2527,Clay,4,0,Swat,KPK,None,0,0
2022-09-03,35.9162,71.8677,2.7,0.9,14.6,2339,Loam,3,0,Chitral,KPK,None,0,0
2022-09-05,35.4445,76.7397,30.0,21.8,61.7,1693,Loam,8,1,Ghanche,GB,Heavy Rain,7,350
2022-09-06,35.4917,76.7755,22.3,14.5,64.8,1561,Silt,4,1,Ghanche,GB,Heavy Rain,0,350
2022-09-07,35.5275,76.7195,24.7,16.6,62.9,3478,Loam,11,1,Ghanche,GB,Heavy Rain,0,350
2022-09-07,35.9608,74.3911,9.4,6.6,25.8,3487,Loam,1,0,Gilgit,GB,None,0,0
2022-09-11,35.2794,71.9261,2.5,1.3,28.2,2136,Clay,1,0,Dir,KPK,None,0,0
2022-09-15,35.8158,71.7061,0.0,0.0,16.8,3452,Loam,0,0,Chitral,KPK,None,0,0
2022-09-19,36.0049,74.2296,0.0,0.0,16.0,2506,Silt,3,0,Gilgit,GB,None,0,0
2022-09-23,35.1438,71.8776,0.0,0.0,19.9,3330,Loam,0,0,Dir,KPK,None,0,0
2022-09-27,35.8233,71.7107,15.5,7.1,28.8,1270,Silt,3,0,Chitral,KPK,None,0,0
2022-10-01,35.9656,74.2618,2.0,0.8,20.1,1607,Loam,4,0,Gilgit,GB,None,0,0
2022-10-05,35.1072,71.9676,0.0,0.0,22.0,3243,Loam,1,0,Dir,KPK,None,0,0
2022-10-09,35.9479,71.7483,16.4,6.8,23.7,3498,Clay,2,0,Chitral,KPK,None,0,0
2022-10-13,35.9532,74.3838,0.0,0.0,10.3,4112,Clay,2,0,Gilgit,GB,None,0,0
2022-10-17,35.1323,71.833,0.0,0.0,22.0,2946,Clay,1,0,Dir,KPK,None,0,0
2022-10-18,27.8113,66.6498,33.2,23.4,37.4,2037,Clay,9,1,Khuzdar,Balochistan,Heavy Rain,4,250
2022-10-19,27.854,66.5785,47.4,24.3,37.7,849,Sandy Loam,10,1,Khuzdar,Balochistan,Heavy Rain,0,250
2022-10-21,35.9129,71.8012,2.7,0.8,16.4,1336,Clay,3,0,Chitral,KPK,None,0,0
2022-10-25,35.8596,74.2372,5.4,1.7,29.7,4089,Clay,4,0,Gilgit,GB,None,0,0
2022-10-29,35.2402,71.8959,0.0,0.0,18.1,1412,Clay,4,0,Dir,KPK,None,0,0
2022-11-02,34.3834,73.5682,0.0,0.0,26.7,825,Loam,4,0,Muzaffarabad,AJK,None,0,0
2022-11-06,35.1499,72.473,20.6,12.9,19.1,1734,Clay,2,0,Swat,KPK,None,0,0
2022-11-10,36.263,74.5895,12.8,4.2,14.9,3740,Sandy Loam,0,0,Hunza,GB,None,0,0
2022-11-14,34.4358,73.4502,0.0,0.0,19.0,2108,Rocky,2,0,Muzaffarabad,AJK,None,0,0
2022-11-18,35.231,72.5122,13.4,5.1,13.5,2556,Loam,4,0,Swat,KPK,None,0,0
2022-11-22,36.2718,74.6105,0.0,0.0,12.8,4141,Sandy Loam,1,0,Hunza,GB,None,0,0
2022-11-26,34.3528,73.4836,0.0,0.0,15.0,963,Clay,3,0,Muzaffarabad,AJK,None,0,0
2022-11-30,35.2418,72.4234,5.7,3.8,21.5,1786,Loam,4,0,Swat,KPK,None,0,0
2022-12-04,36.407,74.7294,0.0,0.0,15.0,2050,Sandy Loam,3,0,Hunza,GB,None,0,0
2022-12-08,34.3373,73.3775,0.0,0.0,14.8,2851,Sandy Loam,4,0,Muzaffarabad,AJK,None,0,0
2022-12-12,35.2861,72.4134,0.0,0.0,28.8,2483,Clay,3,0,Swat,KPK,None,0,0
2022-12-16,36.3247,74.5852,8.0,4.4,16.8,1744,Rocky,1,0,Hunza,GB,None,0,0
2022-12-20,34.374,73.5026,15.9,6.4,24.0,1578,Loam,3,0,Muzaffarabad,AJK,None,0,0
2022-12-24,35.1877,72.3719,0.0,0.0,10.1,1642,Sandy Loam,4,0,Swat,KPK,None,0,0
2022-12-28,36.229,74.6226,22.0,12.0,11.3,4062,Clay,0,0,Hunza,GB,None,0,0
2023-01-01,35.8691,74.3099,15.4,10.5,25.7,2856,Clay,4,0,Gilgit,GB,None,0,0
2023-01-05,35.2398,71.827,24.0,13.8,17.1,1046,Loam,0,0,Dir,KPK,None,0,0
2023-01-09,35.7982,71.6987,0.0,0.0,17.1,1714,Silt,4,0,Chitral,KPK,None,0,0
2023-01-13,35.8223,74.3793,0.0,0.0,29.5,4538,Rocky,3,0,Gilgit,GB,None,0,0
2023-01-17,35.1051,71.854,28.1,13.3,11.3,800,Clay,2,0,Dir,KPK,None,0,0
2023-01-21,35.8124,71.7959,0.0,0.0,20.4,931,Silt,2,0,Chitral,KPK,None,0,0
2023-01-25,35.9401,74.3825,0.0,0.0,22.1,4918,Clay,4,0,Gilgit,GB,None,0,0
2023-01-29,35.192,71.8533,0.0,0.0,29.4,2964,Rocky,4,0,Dir,KPK,None,0,0
2023-02-02,34.3148,73.5534,27.7,10.1,23.2,1507,Rocky,2,0,Muzaffarabad,AJK,None,0,0
2023-02-06,35.1924,72.442,0.0,0.0,27.6,3249,Silt,2,0,Swat,KPK,None,0,0
2023-02-10,36.3358,74.6936,0.0,0.0,13.9,3171,Sandy Loam,3,0,Hunza,GB,None,0,0
2023-02-14,34.4662,73.5333,0.0,0.0,12.2,2353,Loam,1,0,Muzaffarabad,AJK,None,0,0
2023-02-18,35.296,72.4007,13.4,5.5,11.2,3172,Clay,3,0,Swat,KPK,None,0,0
2023-02-22,36.3258,74.5555,18.0,7.7,21.6,4959,Clay,2,0,Hunza,GB,None,0,0
2023-02-26,34.2707,73.5139,14.7,5.7,29.0,2585,Clay,4,0,Muzaffarabad,AJK,None,0,0
2023-03-02,34.3436,73.5003,0.0,0.0,16.0,1679,Clay,4,0,Muzaffarabad,AJK,None,0,0
2023-03-06,35.2716,72.4861,25.2,12.4,13.2,3274,Clay,1,0,Swat,KPK,None,0,0
2023-03-10,36.3841,74.5819,8.8,3.0,18.3,2771,Loam,0,0,Hunza,GB,None,0,0
2023-03-14,34.34,73.5049,0.0,0.0,10.3,2822,Sandy Loam,1,0,Muzaffarabad,AJK,None,0,0
2023-03-15,35.8695,71.7974,53.2,28.0,51.3,1260,Sandy Loam,7,1,Chitral,KPK,Snowmelt,7,400
2023-03-16,35.8397,71.781,37.5,22.5,47.8,1829,Clay,3,1,Chitral,KPK,Snowmelt,0,400
2023-03-18,35.1384,72.4653,27.1,12.4,16.5,3348,Rocky,3,0,Swat,KPK,None,0,0
2023-03-22,36.2528,74.6995,0.0,0.0,22.4,1420,Clay,1,0,Hunza,GB,None,0,0
2023-03-26,34.3019,73.4866,24.6,13.4,14.3,1826,Sandy Loam,2,0,Muzaffarabad,AJK,None,0,0
2023-03-30,35.1259,72.3803,12.3,7.5,24.8,2854,Loam,2,0,Swat,KPK,None,0,0
2023-04-03,35.7972,71.7088,12.4,7.8,19.9,1727,Loam,4,0,Chitral,KPK,None,0,0
2023-04-07,36.0165,74.3742,7.0,3.3,20.0,3704,Rocky,4,0,Gilgit,GB,None,0,0
2023-04-10,36.3552,74.6297,24.8,15.4,54.7,4036,Sandy Loam,2,1,Hunza,GB,Snowmelt,5,750
2023-04-11,35.2931,71.9102,0.0,0.0,28.4,1449,Loam,3,0,Dir,KPK,None,0,0
2023-04-11,36.3358,74.6301,17.8,9.1,53.1,1486,Clay,11,1,Hunza,GB,Snowmelt,0,750
2023-04-15,35.7659,71.7894,0.0,0.0,10.5,2574,Loam,0,0,Chitral,KPK,None,0,0
2023-04-19,35.851,74.2535,11.2,5.1,11.5,3472,Loam,1,0,Gilgit,GB,None,0,0
2023-04-23,35.2723,71.9118,0.7,0.3,23.9,1871,Rocky,4,0,Dir,KPK,None,0,0
2023-04-27,35.9489,71.8061,22.1,15.4,28.0,3027,Sandy Loam,2,0,Chitral,KPK,None,0,0
2023-04-28,35.1884,72.4376,25.3,15.8,44.3,1925,Clay,8,1,Swat,KPK,Heavy Rain,10,600
2023-04-29,35.2154,72.4556,39.9,31.5,40.5,2135,Clay,3,1,Swat,KPK,Heavy Rain,0,600
2023-05-01,35.9308,74.3533,3.0,2.1,22.2,3081,Loam,4,0,Gilgit,GB,None,0,0
2023-05-05,35.1355,71.921,21.7,12.2,14.3,2544,Silt,1,0,Dir,KPK,None,0,0
2023-05-09,35.9039,71.6982,0.5,0.3,26.5,2068,Loam,4,0,Chitral,KPK,None,0,0
2023-05-13,35.8529,74.3769,9.1,5.7,24.8,1849,Silt,4,0,Gilgit,GB,None,0,0
2023-05-17,35.2111,71.8869,8.7,5.6,21.9,2468,Clay,2,0,Dir,KPK,None,0,0
2023-05-21,35.9308,71.7911,26.6,15.8,24.7,2299,Loam,4,0,Chitral,KPK,None,0,0
2023-05-22,35.4583,73.0414,32.5,28.4,53.6,3266,Sandy Loam,7,1,Kohistan,KPK,Heavy Rain,16,1100
2023-05-23,35.519,73.0107,65.9,50.9,49.7,2370,Silt,4,1,Kohistan,KPK,Heavy Rain,0,1100
2023-05-24,35.4556,72.9656,22.0,13.3,53.0,1177,Clay,11,1,Kohistan,KPK,Heavy Rain,0,1100
2023-05-25,35.9464,74.3545,11.1,6.1,18.3,2035,Sandy Loam,4,0,Gilgit,GB,None,0,0
2023-05-29,35.142,71.9424,24.1,11.9,11.4,1534,Rocky,2,0,Dir,KPK,None,0,0
2023-06-02,34.4467,73.4247,28.3,8.9,18.4,2196,Clay,0,0,Muzaffarabad,AJK,None,0,0
2023-06-06,35.1944,72.4805,0.0,0.0,22.1,1152,Silt,1,0,Swat,KPK,None,0,0
2023-06-10,36.3375,74.558,0.0,0.0,14.5,4033,Clay,2,0,Hunza,GB,None,0,0
2023-06-14,34.4351,73.4127,0.0,0.0,22.9,1027,Clay,2,0,Muzaffarabad,AJK,None,0,0
2023-06-18,35.1605,71.8737,82.1,60.7,46.0,2605,Sandy Loam,8,1,Dir,KPK,Monsoon Rain,12,850
2023-06-18,35.2332,72.4402,28.3,12.4,27.1,2491,Rocky,2,0,Swat,KPK,None,0,0
2023-06-19,35.2413,71.8596,70.2,53.9,46.9,1675,Sandy Loam,9,1,Dir,KPK,Monsoon Rain,0,850
2023-06-20,35.1932,71.8366,35.9,20.9,45.8,2000,Loam,13,1,Dir,KPK,Monsoon Rain,0,850
2023-06-22,36.2497,74.6248,0.0,0.0,25.6,2578,Loam,0,0,Hunza,GB,None,0,0
2023-06-26,34.3778,73.4545,0.0,0.0,29.5,1858,Clay,4,0,Muzaffarabad,AJK,None,0,0
2023-06-30,35.2463,72.5062,7.5,2.4,10.3,3470,Rocky,2,0,Swat,KPK,None,0,0
2023-07-04,36.303,74.6623,0.0,0.0,16.8,2056,Sandy Loam,1,0,Hunza,GB,None,0,0
2023-07-05,34.6652,72.5426,70.9,59.4,48.4,2243,Sandy Loam,10,1,Shangla,KPK,Monsoon Rain,18,1300
2023-07-06,34.6081,72.4866,63.9,40.9,46.2,1801,Silt,12,1,Shangla,KPK,Monsoon Rain,0,1300
2023-07-08,34.3789,73.4836,24.4,16.4,16.2,805,Clay,0,0,Muzaffarabad,AJK,None,0,0
2023-07-12,35.1826,72.339,0.0,0.0,20.2,3496,Loam,4,0,Swat,KPK,None,0,0
2023-07-16,36.3981,74.6869,11.2,6.1,14.8,4121,Loam,0,0,Hunza,GB,None,0,0
2023-07-20,34.3733,73.5079,95.7,67.5,45.4,2277,Loam,9,1,Muzaffarabad,AJK,Monsoon Rain,9,700
2023-07-20,34.3633,73.4203,29.9,17.1,18.0,2089,Sandy Loam,2,0,Muzaffarabad,AJK,None,0,0
2023-07-21,34.3306,73.4281,65.2,41.2,45.9,1451,Clay,4,1,Muzaffarabad,AJK,Monsoon Rain,0,700
2023-07-24,35.1393,72.3613,5.8,2.5,19.0,1237,Sandy Loam,2,0,Swat,KPK,None,0,0
2023-07-28,36.2947,74.7409,0.0,0.0,16.5,3459,Clay,2,0,Hunza,GB,None,0,0
2023-08-01,35.9659,74.3073,21.7,6.9,29.6,1441,Rocky,0,0,Gilgit,GB,None,0,0
2023-08-04,35.9674,74.3245,94.9,83.1,60.4,1242,Clay,8,1,Gilgit,GB,Monsoon Rain,6,450
2023-08-05,35.224,71.9736,21.4,7.4,12.4,2653,Clay,0,0,Dir,KPK,None,0,0
2023-08-05,35.9246,74.3116,80.2,40.7,55.6,4571,Sandy Loam,9,1,Gilgit,GB,Monsoon Rain,0,450
2023-08-09,35.8885,71.7027,24.9,12.2,28.9,3289,Loam,1,0,Chitral,KPK,None,0,0
2023-08-13,35.9222,74.325,0.0,0.0,12.2,3042,Loam,0,0,Gilgit,GB,None,0,0
2023-08-17,35.1781,71.8455,4.6,2.3,28.0,3061,Sandy Loam,4,0,Dir,KPK,None,0,0
2023-08-18,34.6187,73.9387,102.7,87.7,58.2,2427,Loam,10,1,Neelum Valley,AJK,Monsoon Rain,8,500
2023-08-21,35.7556,71.7089,0.0,0.0,20.5,3029,Clay,4,0,Chitral,KPK,None,0,0
2023-08-25,35.8529,74.2287,2.8,0.9,18.5,2968,Sandy Loam,0,0,Gilgit,GB,None,0,0
2023-08-29,35.1543,71.9733,13.7,9.0,25.6,1513,Loam,0,0,Dir,KPK,None,0,0
2023-09-02,34.3313,73.4135,23.7,12.6,26.6,2659,Loam,1,0,Muzaffarabad,AJK,None,0,0
2023-09-06,35.2403,72.5197,7.7,3.6,29.3,2726,Silt,2,0,Swat,KPK,None,0,0
2023-09-08,35.469,76.7193,32.7,28.9,63.7,4006,Rocky,11,1,Ghanche,GB,Heavy Rain,5,300
2023-09-09,35.5026,76.7008,69.3,35.4,62.0,2990,Rocky,12,1,Ghanche,GB,Heavy Rain,0,300
2023-09-10,36.3671,74.6929,25.9,9.7,18.7,2035,Clay,3,0,Hunza,GB,None,0,0
2023-09-14,34.3245,73.5524,12.7,8.9,16.1,833,Silt,3,0,Muzaffarabad,AJK,None,0,0
2023-09-18,35.1747,72.3584,0.0,0.0,19.8,1456,Clay,4,0,Swat,KPK,None,0,0
2023-09-22,36.4123,74.6094,8.5,4.6,29.8,1908,Sandy Loam,0,0,Hunza,GB,None,0,0
2023-09-26,34.3589,73.4009,18.4,9.4,11.9,777,Silt,1,0,Muzaffarabad,AJK,None,0,0
2023-09-30,35.309,72.5143,6.0,2.0,17.6,1047,Loam,1,0,Swat,KPK,None,0,0
2023-10-04,36.3665,74.5869,0.0,0.0,28.4,3948,Clay,1,0,Hunza,GB,None,0,0
2023-10-05,27.7635,66.6272,26.3,15.9,34.0,1096,Rocky,5,1,Khuzdar,Balochistan,Heavy Rain,3,200
2023-10-06,27.8281,66.6073,67.8,57.3,36.5,1292,Loam,2,1,Khuzdar,Balochistan,Heavy Rain,0,200
2023-10-07,27.771,66.5919,40.1,23.8,35.8,1628,Sandy Loam,13,1,Khuzdar,Balochistan,Heavy Rain,0,200
2023-10-08,34.3659,73.5207,29.0,11.4,26.5,2424,Loam,0,0,Muzaffarabad,AJK,None,0,0
2023-10-12,35.2215,72.3776,8.4,2.7,14.9,1409,Clay,0,0,Swat,KPK,None,0,0
2023-10-16,36.3721,74.6731,28.6,19.8,13.3,3269,Silt,0,0,Hunza,GB,None,0,0
2023-10-20,34.3998,73.4899,0.0,0.0,21.3,2188,Sandy Loam,1,0,Muzaffarabad,AJK,None,0,0
2023-10-24,35.1908,72.4398,7.4,2.4,17.5,1077,Loam,1,0,Swat,KPK,None,0,0
2023-10-28,36.3947,74.6954,5.8,2.1,12.9,1637,Loam,1,0,Hunza,GB,None,0,0
2023-11-01,35.932,74.3301,13.3,8.0,17.3,3334,Silt,3,0,Gilgit,GB,None,0,0
2023-11-05,35.2548,71.8279,0.0,0.0,29.9,2289,Loam,3,0,Dir,KPK,None,0,0
2023-11-09,35.7754,71.7828,0.0,0.0,17.4,1959,Loam,2,0,Chitral,KPK,None,0,0
2023-11-13,35.8239,74.3842,7.8,4.8,26.6,1683,Clay,0,0,Gilgit,GB,None,0,0
2023-11-17,35.1737,71.7859,14.9,6.0,24.2,1843,Clay,4,0,Dir,KPK,None,0,0
2023-11-21,35.8993,71.6927,5.6,2.5,20.7,1871,Clay,4,0,Chitral,KPK,None,0,0
2023-11-25,35.8507,74.3113,12.6,6.1,16.1,3510,Loam,3,0,Gilgit,GB,None,0,0
2023-11-29,35.286,71.9217,6.2,3.7,10.7,972,Sandy Loam,2,0,Dir,KPK,None,0,0
2023-12-03,35.7574,71.7298,10.3,5.8,29.1,3496,Clay,1,0,Chitral,KPK,None,0,0
2023-12-07,35.8962,74.2401,0.0,0.0,16.0,4958,Clay,1,0,Gilgit,GB,None,0,0
2023-12-11,35.2847,71.9628,0.0,0.0,24.5,2558,Clay,2,0,Dir,KPK,None,0,0
2023-12-15,35.8795,71.7284,29.8,14.3,24.9,1903,Clay,3,0,Chitral,KPK,None,0,0
2023-12-19,35.8604,74.2098,9.2,3.2,15.5,4540,Clay,1,0,Gilgit,GB,None,0,0
2023-12-23,35.2851,71.8352,0.0,0.0,19.4,2202,Clay,0,0,Dir,KPK,None,0,0
2023-12-27,35.9208,71.7247,0.0,0.0,29.6,2590,Clay,0,0,Chitral,KPK,None,0,0
2023-12-31,35.9196,74.3153,19.5,6.0,13.0,4616,Rocky,0,0,Gilgit,GB,None,0,0
2024-01-04,36.4157,74.5886,0.0,0.0,27.6,3598,Sandy Loam,2,0,Hunza,GB,None,0,0
2024-01-08,34.3994,73.4787,0.0,0.0,13.4,874,Loam,2,0,Muzaffarabad,AJK,None,0,0
2024-01-12,35.3085,72.3516,10.2,6.4,27.7,1559,Loam,2,0,Swat,KPK,None,0,0
2024-01-16,36.3323,74.7325,11.5,6.3,16.8,1245,Silt,2,0,Hunza,GB,None,0,0
2024-01-20,34.3834,73.4286,8.1,4.5,24.3,2912,Loam,4,0,Muzaffarabad,AJK,None,0,0
2024-01-24,35.1241,72.369,11.2,6.9,19.7,912,Rocky,0,0,Swat,KPK,None,0,0
2024-01-28,36.3223,74.6971,0.0,0.0,16.3,1853,Clay,4,0,Hunza,GB,None,0,0
2024-02-01,35.9387,74.4065,11.4,6.5,21.7,1732,Clay,4,0,Gilgit,GB,None,0,0
2024-02-05,35.2722,71.8375,0.0,0.0,16.5,2246,Loam,0,0,Dir,KPK,None,0,0
2024-02-09,35.9249,71.8499,0.0,0.0,11.0,1338,Loam,3,0,Chitral,KPK,None,0,0
2024-02-13,35.873,74.2618,14.0,7.8,27.9,3754,Clay,2,0,Gilgit,GB,None,0,0
2024-02-17,35.227,71.8521,21.9,13.9,24.6,1373,Loam,4,0,Dir,KPK,None,0,0
2024-02-21,35.8006,71.8481,12.5,4.3,15.7,2870,Silt,3,0,Chitral,KPK,None,0,0
2024-02-25,35.978,74.3642,1.6,1.0,29.4,4420,Clay,1,0,Gilgit,GB,None,0,0
2024-02-29,35.2619,71.9239,10.9,5.6,16.1,1672,Silt,0,0,Dir,KPK,None,0,0
2024-03-04,36.3112,74.5646,0.0,0.0,23.8,3636,Loam,3,0,Hunza,GB,None,0,0
2024-03-08,34.2925,73.416,0.0,0.0,14.0,897,Sandy Loam,2,0,Muzaffarabad,AJK,None,0,0
2024-03-12,35.2219,72.4737,23.1,12.3,14.6,2320,Loam,4,0,Swat,KPK,None,0,0
2024-03-16,36.2747,74.6421,0.0,0.0,14.6,1889,Clay,1,0,Hunza,GB,None,0,0
2024-03-20,34.3682,73.3992,0.0,0.0,16.0,1163,Clay,2,0,Muzaffarabad,AJK,None,0,0
2024-03-20,35.8141,71.8257,55.5,41.4,49.3,1750,Rocky,3,1,Chitral,KPK,Snowmelt,8,450
2024-03-24,35.3188,72.4483,22.8,7.9,22.4,940,Clay,1,0,Swat,KPK,None,0,0
2024-03-28,36.2768,74.7054,0.0,0.0,19.2,4567,Sandy Loam,4,0,Hunza,GB,None,0,0
2024-04-01,35.9778,74.3039,10.3,7.1,15.9,4273,Rocky,4,0,Gilgit,GB,None,0,0
2024-04-05,35.2567,71.8756,20.1,9.2,19.5,988,Loam,2,0,Dir,KPK,None,0,0
2024-04-09,35.8103,71.8304,25.7,12.3,25.2,2646,Sandy Loam,4,0,Chitral,KPK,None,0,0
2024-04-13,35.9831,74.2569,0.0,0.0,25.5,2405,Silt,1,0,Gilgit,GB,None,0,0
2024-04-15,36.3412,74.694,42.0,31.6,56.4,3874,Silt,9,1,Hunza,GB,Snowmelt,6,800
2024-04-16,36.3049,74.6224,45.8,34.6,57.3,4654,Sandy Loam,11,1,Hunza,GB,Snowmelt,0,800
2024-04-17,35.1884,71.8829,11.4,6.1,19.3,3012,Sandy Loam,2,0,Dir,KPK,None,0,0
2024-04-17,36.3479,74.6856,24.1,17.1,52.4,1282,Clay,3,1,Hunza,GB,Snowmelt,0,800
2024-04-21,35.8802,71.828,4.1,2.1,22.2,2923,Loam,2,0,Chitral,KPK,None,0,0
