date,latitude,longitude,rainfall_mm,river_level_m,flood_occurred,city,province,flood_cause,people_affected,deaths
2021-09-12,35.2227,72.4258,113.7,3.89,1,Swat,KPK,Flash Flood,4,0
2021-09-13,35.2227,72.4258,185.9,4.28,1,Swat,KPK,Flash Flood,4,0
2021-09-13,35.9221,74.3082,0.0,0.36,0,Gilgit,GB,None,0,0
2021-09-14,35.2227,72.4258,183.2,4.05,1,Swat,KPK,Flash Flood,4,0
2021-09-15,35.2227,72.4258,127.2,2.91,1,Swat,KPK,Flash Flood,4,0
2021-09-16,34.0151,71.5249,0.0,1.01,0,Peshawar,KPK,None,0,0
2021-09-16,35.2227,72.4258,89.2,2.98,1,Swat,KPK,Flash Flood,4,0
2021-09-17,35.2227,72.4258,64.9,3.78,1,Swat,KPK,Flash Flood,4,0
2021-09-18,35.2227,72.4258,67.5,3.4,1,Swat,KPK,Flash Flood,4,0
2021-09-19,35.2227,72.4258,71.7,3.02,1,Swat,KPK,Flash Flood,4,0
2021-09-19,27.7052,68.8574,0.0,1.18,0,Sukkur,Sindh,None,0,0
2021-09-20,35.2227,72.4258,52.4,2.53,1,Swat,KPK,Flash Flood,4,0
2021-09-21,35.2227,72.4258,51.8,1.92,1,Swat,KPK,Flash Flood,4,0
2021-09-22,35.2227,72.4258,65.0,2.0,1,Swat,KPK,Flash Flood,4,0
2021-09-22,31.5204,74.3587,0.0,0.47,0,Lahore,Punjab,None,0,0
2021-09-23,35.2227,72.4258,24.8,2.37,1,Swat,KPK,Flash Flood,4,0
2021-09-25,30.1575,71.5249,0.0,1.1,0,Multan,Punjab,None,0,0
2021-09-28,24.8607,67.0011,0.0,0.48,0,Karachi,Sindh,None,0,0
2021-10-01,31.5204,74.3587,4.6,0.77,0,Lahore,Punjab,None,0,0
2021-10-04,30.1575,71.5249,0.0,0.52,0,Multan,Punjab,None,0,0
2021-10-07,24.8607,67.0011,9.9,0.31,0,Karachi,Sindh,None,0,0
2021-10-10,30.1798,66.975,0.0,1.6,0,Quetta,Balochistan,None,0,0
2021-10-13,35.9221,74.3082,0.0,1.03,0,Gilgit,GB,None,0,0
2021-10-16,34.0151,71.5249,0.0,0.34,0,Peshawar,KPK,None,0,0
2021-10-19,27.7052,68.8574,0.0,0.6,0,Sukkur,Sindh,None,0,0
2021-10-22,31.5204,74.3587,6.8,0.44,0,Lahore,Punjab,None,0,0
2021-10-25,30.1575,71.5249,0.0,1.6,0,Multan,Punjab,None,0,0
2021-10-28,24.8607,67.0011,0.0,1.56,0,Karachi,Sindh,None,0,0
2021-10-31,30.1798,66.975,0.0,1.05,0,Quetta,Balochistan,None,0,0
2021-11-03,30.1798,66.975,0.0,1.16,0,Quetta,Balochistan,None,0,0
2021-11-06,35.9221,74.3082,0.4,1.33,0,Gilgit,GB,None,0,0
2021-11-09,34.0151,71.5249,0.0,1.29,0,Peshawar,KPK,None,0,0
2021-11-12,27.7052,68.8574,0.0,0.46,0,Sukkur,Sindh,None,0,0
2021-11-15,31.5204,74.3587,6.6,0.37,0,Lahore,Punjab,None,0,0
2021-11-18,30.1575,71.5249,0.0,1.61,0,Multan,Punjab,None,0,0
2021-11-21,24.8607,67.0011,0.0,1.41,0,Karachi,Sindh,None,0,0
2021-11-24,30.1798,66.975,0.0,0.79,0,Quetta,Balochistan,None,0,0
2021-11-27,35.9221,74.3082,0.0,1.44,0,Gilgit,GB,None,0,0
2021-11-30,34.0151,71.5249,0.0,1.53,0,Peshawar,KPK,None,0,0
2021-12-03,30.1798,66.975,0.0,0.31,0,Quetta,Balochistan,None,0,0
2021-12-06,35.9221,74.3082,0.0,0.89,0,Gilgit,GB,None,0,0
2021-12-09,34.0151,71.5249,0.0,0.97,0,Peshawar,KPK,None,0,0
2021-12-12,27.7052,68.8574,0.0,0.64,0,Sukkur,Sindh,None,0,0
2021-12-15,31.5204,74.3587,0.0,1.3,0,Lahore,Punjab,None,0,0
2021-12-18,30.1575,71.5249,0.0,0.87,0,Multan,Punjab,None,0,0
2021-12-21,24.8607,67.0011,0.0,1.02,0,Karachi,Sindh,None,0,0
2021-12-24,30.1798,66.975,0.0,0.87,0,Quetta,Balochistan,None,0,0
2021-12-27,35.9221,74.3082,0.0,1.1,0,Gilgit,GB,None,0,0
2021-12-30,34.0151,71.5249,0.0,1.52,0,Peshawar,KPK,None,0,0
2022-01-02,34.0151,71.5249,7.2,0.33,0,Peshawar,KPK,None,0,0
2022-01-05,27.7052,68.8574,0.0,1.27,0,Sukkur,Sindh,None,0,0
2022-01-08,31.5204,74.3587,0.0,1.69,0,Lahore,Punjab,None,0,0
2022-01-11,30.1575,71.5249,0.7,0.83,0,Multan,Punjab,None,0,0
2022-01-14,24.8607,67.0011,0.0,0.69,0,Karachi,Sindh,None,0,0
2022-01-17,30.1798,66.975,0.0,1.5,0,Quetta,Balochistan,None,0,0
2022-01-20,35.9221,74.3082,0.0,1.22,0,Gilgit,GB,None,0,0
2022-01-23,34.0151,71.5249,0.0,0.92,0,Peshawar,KPK,None,0,0
2022-01-26,27.7052,68.8574,0.0,1.32,0,Sukkur,Sindh,None,0,0
2022-01-29,31.5204,74.3587,0.0,1.36,0,Lahore,Punjab,None,0,0
2022-02-01,31.5204,74.3587,0.0,0.68,0,Lahore,Punjab,None,0,0
2022-02-04,30.1575,71.5249,0.0,1.51,0,Multan,Punjab,None,0,0
2022-02-07,24.8607,67.0011,0.0,1.25,0,Karachi,Sindh,None,0,0
2022-02-10,30.1798,66.975,0.0,1.53,0,Quetta,Balochistan,None,0,0
2022-02-13,35.9221,74.3082,0.0,0.62,0,Gilgit,GB,None,0,0
2022-02-16,34.0151,71.5249,0.0,1.56,0,Peshawar,KPK,None,0,0
2022-02-19,27.7052,68.8574,0.0,0.66,0,Sukkur,Sindh,None,0,0
2022-02-22,31.5204,74.3587,0.0,1.53,0,Lahore,Punjab,None,0,0
2022-02-25,30.1575,71.5249,0.0,0.44,0,Multan,Punjab,None,0,0
2022-02-28,24.8607,67.0011,0.0,1.18,0,Karachi,Sindh,None,0,0
2022-03-03,30.1798,66.975,0.0,1.59,0,Quetta,Balochistan,None,0,0
2022-03-06,35.9221,74.3082,0.0,0.34,0,Gilgit,GB,None,0,0
2022-03-09,34.0151,71.5249,0.0,1.12,0,Peshawar,KPK,None,0,0
2022-03-12,27.7052,68.8574,0.0,1.19,0,Sukkur,Sindh,None,0,0
2022-03-15,31.5204,74.3587,5.0,0.5,0,Lahore,Punjab,None,0,0
2022-03-18,30.1575,71.5249,0.0,0.94,0,Multan,Punjab,None,0,0
2022-03-21,24.8607,67.0011,0.0,1.79,0,Karachi,Sindh,None,0,0
2022-03-24,30.1798,66.975,0.0,1.39,0,Quetta,Balochistan,None,0,0
2022-03-27,35.9221,74.3082,0.0,0.42,0,Gilgit,GB,None,0,0
2022-03-30,34.0151,71.5249,0.0,0.59,0,Peshawar,KPK,None,0,0
2022-04-02,34.0151,71.5249,0.0,0.83,0,Peshawar,KPK,None,0,0
2022-04-05,27.7052,68.8574,0.0,0.4,0,Sukkur,Sindh,None,0,0
2022-04-08,31.5204,74.3587,0.0,1.11,0,Lahore,Punjab,None,0,0
2022-04-11,30.1575,71.5249,0.0,1.1,0,Multan,Punjab,None,0,0
2022-04-14,24.8607,67.0011,0.0,1.3,0,Karachi,Sindh,None,0,0
2022-04-17,30.1798,66.975,0.0,1.14,0,Quetta,Balochistan,None,0,0
2022-04-20,35.9221,74.3082,0.0,0.39,0,Gilgit,GB,None,0,0
2022-04-23,34.0151,71.5249,5.7,0.56,0,Peshawar,KPK,None,0,0
2022-04-26,27.7052,68.8574,0.0,1.1,0,Sukkur,Sindh,None,0,0
2022-04-29,31.5204,74.3587,0.0,1.43,0,Lahore,Punjab,None,0,0
2022-05-02,34.0151,71.5249,0.0,1.49,0,Peshawar,KPK,None,0,0
2022-05-05,27.7052,68.8574,0.0,0.9,0,Sukkur,Sindh,None,0,0
2022-05-08,31.5204,74.3587,1.6,1.69,0,Lahore,Punjab,None,0,0
2022-05-11,30.1575,71.5249,0.0,1.08,0,Multan,Punjab,None,0,0
2022-05-14,24.8607,67.0011,0.0,1.43,0,Karachi,Sindh,None,0,0
2022-05-17,30.1798,66.975,0.0,1.47,0,Quetta,Balochistan,None,0,0
2022-05-20,35.9221,74.3082,0.0,0.75,0,Gilgit,GB,None,0,0
2022-05-23,34.0151,71.5249,0.0,0.43,0,Peshawar,KPK,None,0,0
2022-05-26,27.7052,68.8574,0.0,0.76,0,Sukkur,Sindh,None,0,0
2022-05-29,31.5204,74.3587,0.0,1.2,0,Lahore,Punjab,None,0,0
2022-06-01,31.5204,74.3587,5.2,1.05,0,Lahore,Punjab,None,0,0
2022-06-04,30.1575,71.5249,0.0,0.61,0,Multan,Punjab,None,0,0
2022-06-07,24.8607,67.0011,0.0,1.53,0,Karachi,Sindh,None,0,0
2022-06-10,30.1798,66.975,0.0,1.6,0,Quetta,Balochistan,None,0,0
2022-06-13,35.9221,74.3082,0.0,0.76,0,Gilgit,GB,None,0,0
2022-06-14,30.1798,66.975,119.6,8.94,1,Quetta,Balochistan,Monsoon,500000,200
2022-06-16,34.0151,71.5249,0.0,0.56,0,Peshawar,KPK,None,0,0
2022-06-19,27.7052,68.8574,0.0,1.76,0,Sukkur,Sindh,None,0,0
2022-06-22,31.5204,74.3587,0.0,0.5,0,Lahore,Punjab,None,0,0
2022-06-25,30.1575,71.5249,8.6,1.03,0,Multan,Punjab,None,0,0
2022-06-28,24.8607,67.0011,0.0,0.56,0,Karachi,Sindh,None,0,0
2022-07-01,27.812,66.627,211.4,8.24,1,Khuzdar,Balochistan,Flash Flood,300000,150
2022-07-01,31.5204,74.3587,0.0,0.52,0,Lahore,Punjab,None,0,0
2022-07-02,27.812,66.627,62.1,8.89,1,Khuzdar,Balochistan,Flash Flood,300000,0
2022-07-03,27.812,66.627,112.1,8.49,1,Khuzdar,Balochistan,Flash Flood,300000,0
2022-07-04,30.1575,71.5249,0.0,0.34,0,Multan,Punjab,None,0,0
2022-07-04,27.812,66.627,166.6,7.83,1,Khuzdar,Balochistan,Flash Flood,300000,0
2022-07-05,27.812,66.627,76.2,6.62,1,Khuzdar,Balochistan,Flash Flood,300000,0
2022-07-06,27.812,66.627,120.7,6.1,1,Khuzdar,Balochistan,Flash Flood,300000,0
2022-07-07,27.812,66.627,47.9,6.03,1,Khuzdar,Balochistan,Flash Flood,300000,0
2022-07-07,24.8607,67.0011,1.4,1.12,0,Karachi,Sindh,None,0,0
2022-07-08,27.812,66.627,94.5,5.78,1,Khuzdar,Balochistan,Flash Flood,300000,0
2022-07-09,27.812,66.627,56.2,4.61,1,Khuzdar,Balochistan,Flash Flood,300000,0
2022-07-10,30.1798,66.975,0.0,0.77,0,Quetta,Balochistan,None,0,0
2022-07-10,27.812,66.627,49.0,5.21,1,Khuzdar,Balochistan,Flash Flood,300000,0
2022-07-11,27.812,66.627,26.2,4.27,1,Khuzdar,Balochistan,Flash Flood,300000,0
2022-07-12,27.812,66.627,61.6,4.49,1,Khuzdar,Balochistan,Flash Flood,300000,0
2022-07-13,35.9221,74.3082,0.0,0.46,0,Gilgit,GB,None,0,0
2022-07-13,27.812,66.627,52.9,4.45,1,Khuzdar,Balochistan,Flash Flood,300000,0
2022-07-14,27.812,66.627,36.8,4.04,1,Khuzdar,Balochistan,Flash Flood,300000,0
2022-07-15,26.1541,66.1739,105.7,8.51,1,Lasbela,Balochistan,Monsoon,400000,180
2022-07-16,26.1541,66.1739,119.9,7.75,1,Lasbela,Balochistan,Monsoon,400000,0
2022-07-16,34.0151,71.5249,0.0,1.23,0,Peshawar,KPK,None,0,0
2022-07-17,26.1541,66.1739,44.3,8.33,1,Lasbela,Balochistan,Monsoon,400000,0
2022-07-18,26.1541,66.1739,58.4,6.92,1,Lasbela,Balochistan,Monsoon,400000,0
2022-07-19,26.1541,66.1739,69.9,6.48,1,Lasbela,Balochistan,Monsoon,400000,0
2022-07-19,27.7052,68.8574,0.0,0.39,0,Sukkur,Sindh,None,0,0
2022-07-20,26.1541,66.1739,99.3,6.04,1,Lasbela,Balochistan,Monsoon,400000,0
2022-07-21,26.1541,66.1739,65.6,6.22,1,Lasbela,Balochistan,Monsoon,400000,0
2022-07-22,31.5204,74.3587,0.0,0.39,0,Lahore,Punjab,None,0,0
2022-07-25,30.1575,71.5249,0.0,1.34,0,Multan,Punjab,None,0,0
2022-07-28,24.8607,67.0011,0.0,0.51,0,Karachi,Sindh,None,0,0
2022-07-31,30.1798,66.975,0.0,0.45,0,Quetta,Balochistan,None,0,0
2022-08-01,27.7052,68.8574,168.3,8.31,1,Sukkur,Sindh,Monsoon,5000000,300
2022-08-02,27.7052,68.8574,272.7,9.2,1,Sukkur,Sindh,Monsoon,5000000,0
2022-08-03,30.1798,66.975,0.0,1.06,0,Quetta,Balochistan,None,0,0
2022-08-03,27.7052,68.8574,229.0,7.65,1,Sukkur,Sindh,Monsoon,5000000,0
2022-08-04,27.7052,68.8574,84.8,7.32,1,Sukkur,Sindh,Monsoon,5000000,0
2022-08-05,27.7052,68.8574,142.3,6.92,1,Sukkur,Sindh,Monsoon,5000000,0
2022-08-06,27.7052,68.8574,159.8,6.4,1,Sukkur,Sindh,Monsoon,5000000,0
2022-08-06,35.9221,74.3082,0.0,1.22,0,Gilgit,GB,None,0,0
2022-08-09,34.0151,71.5249,0.0,1.09,0,Peshawar,KPK,None,0,0
2022-08-10,27.557,68.2247,226.1,8.17,1,Larkana,Sindh,Monsoon,4000000,250
2022-08-11,27.557,68.2247,105.0,8.61,1,Larkana,Sindh,Monsoon,4000000,0
2022-08-12,27.557,68.2247,176.4,8.34,1,Larkana,Sindh,Monsoon,4000000,0
2022-08-12,27.7052,68.8574,0.0,1.63,0,Sukkur,Sindh,None,0,0
2022-08-13,27.557,68.2247,187.2,8.46,1,Larkana,Sindh,Monsoon,4000000,0
2022-08-14,27.557,68.2247,139.5,6.92,1,Larkana,Sindh,Monsoon,4000000,0
2022-08-15,31.5204,74.3587,0.0,0.85,0,Lahore,Punjab,None,0,0
2022-08-15,27.557,68.2247,155.9,6.4,1,Larkana,Sindh,Monsoon,4000000,0
2022-08-15,25.396,68.3578,287.2,9.28,1,Hyderabad,Sindh,Monsoon,3000000,200
2022-08-16,27.557,68.2247,98.8,5.71,1,Larkana,Sindh,Monsoon,4000000,0
2022-08-16,25.396,68.3578,188.9,8.84,1,Hyderabad,Sindh,Monsoon,3000000,0
2022-08-17,25.396,68.3578,159.1,8.51,1,Hyderabad,Sindh,Monsoon,3000000,0
2022-08-17,27.557,68.2247,48.0,6.45,1,Larkana,Sindh,Monsoon,4000000,0
2022-08-18,30.1575,71.5249,0.0,1.4,0,Multan,Punjab,None,0,0
2022-08-18,27.557,68.2247,96.4,5.63,1,Larkana,Sindh,Monsoon,4000000,0
2022-08-18,25.396,68.3578,86.2,7.76,1,Hyderabad,Sindh,Monsoon,3000000,0
2022-08-19,27.557,68.2247,55.3,4.59,1,Larkana,Sindh,Monsoon,4000000,0
2022-08-19,25.396,68.3578,91.9,6.59,1,Hyderabad,Sindh,Monsoon,3000000,0
2022-08-20,30.0631,70.6339,224.6,9.61,1,DG Khan,Punjab,Monsoon,2000000,150
2022-08-20,25.396,68.3578,102.6,6.13,1,Hyderabad,Sindh,Monsoon,3000000,0
2022-08-20,27.557,68.2247,40.4,4.25,1,Larkana,Sindh,Monsoon,4000000,0
2022-08-21,25.396,68.3578,63.7,6.03,1,Hyderabad,Sindh,Monsoon,3000000,0
2022-08-21,30.0631,70.6339,132.9,8.48,1,DG Khan,Punjab,Monsoon,2000000,0
2022-08-21,24.8607,67.0011,0.0,0.92,0,Karachi,Sindh,None,0,0
2022-08-21,27.557,68.2247,63.5,4.71,1,Larkana,Sindh,Monsoon,4000000,0
2022-08-22,25.396,68.3578,130.2,5.43,1,Hyderabad,Sindh,Monsoon,3000000,0
2022-08-22,30.0631,70.6339,170.4,7.29,1,DG Khan,Punjab,Monsoon,2000000,0
2022-08-23,30.0631,70.6339,197.8,8.3,1,DG Khan,Punjab,Monsoon,2000000,0
2022-08-24,30.1798,66.975,0.0,0.69,0,Quetta,Balochistan,None,0,0
2022-08-24,30.0631,70.6339,87.1,6.42,1,DG Khan,Punjab,Monsoon,2000000,0
2022-08-25,30.0631,70.6339,154.3,6.75,1,DG Khan,Punjab,Monsoon,2000000,0
2022-08-25,29.104,70.3296,152.5,9.29,1,Rajanpur,Punjab,Monsoon,1500000,100
2022-08-26,29.104,70.3296,152.7,8.64,1,Rajanpur,Punjab,Monsoon,1500000,0
2022-08-26,30.0631,70.6339,94.4,6.56,1,DG Khan,Punjab,Monsoon,2000000,0
2022-08-27,29.104,70.3296,217.4,7.89,1,Rajanpur,Punjab,Monsoon,1500000,0
2022-08-27,35.9221,74.3082,0.0,1.1,0,Gilgit,GB,None,0,0
2022-08-27,30.0631,70.6339,86.3,6.43,1,DG Khan,Punjab,Monsoon,2000000,0
2022-08-28,30.0631,70.6339,93.3,5.84,1,DG Khan,Punjab,Monsoon,2000000,0
2022-08-28,29.104,70.3296,199.5,8.34,1,Rajanpur,Punjab,Monsoon,1500000,0
2022-08-29,30.0631,70.6339,60.1,5.28,1,DG Khan,Punjab,Monsoon,2000000,0
2022-08-29,29.104,70.3296,78.6,6.51,1,Rajanpur,Punjab,Monsoon,1500000,0
2022-08-30,34.0151,71.5249,0.0,0.66,0,Peshawar,KPK,None,0,0
2022-08-30,29.104,70.3296,58.4,6.03,1,Rajanpur,Punjab,Monsoon,1500000,0
2022-08-31,29.104,70.3296,50.0,6.56,1,Rajanpur,Punjab,Monsoon,1500000,0
2022-09-01,29.104,70.3296,40.3,5.62,1,Rajanpur,Punjab,Monsoon,1500000,0
2022-09-01,34.0153,71.9747,178.4,9.94,1,Nowshera,KPK,Monsoon,500000,80
2022-09-02,34.0151,71.5249,0.0,1.74,0,Peshawar,KPK,None,0,0
2022-09-02,29.104,70.3296,86.5,4.83,1,Rajanpur,Punjab,Monsoon,1500000,0
2022-09-02,34.0153,71.9747,189.1,8.41,1,Nowshera,KPK,Monsoon,500000,0
2022-09-03,29.104,70.3296,70.3,4.71,1,Rajanpur,Punjab,Monsoon,1500000,0
2022-09-03,34.0153,71.9747,176.2,8.24,1,Nowshera,KPK,Monsoon,500000,0
2022-09-04,29.104,70.3296,30.2,4.7,1,Rajanpur,Punjab,Monsoon,1500000,0
2022-09-04,34.0153,71.9747,185.4,7.02,1,Nowshera,KPK,Monsoon,500000,0
2022-09-05,29.104,70.3296,59.6,4.88,1,Rajanpur,Punjab,Monsoon,1500000,0
2022-09-05,34.37,73.47,253.3,7.18,1,Muzaffarabad,AJK,Flash Flood,200000,60
2022-09-05,27.7052,68.8574,0.0,1.12,0,Sukkur,Sindh,None,0,0
2022-09-08,31.5204,74.3587,0.0,0.45,0,Lahore,Punjab,None,0,0
2022-09-10,24.7461,67.9239,214.1,7.98,1,Thatta,Sindh,Monsoon,400000,50
2022-09-11,24.7461,67.9239,218.2,8.53,1,Thatta,Sindh,Monsoon,400000,0
2022-09-11,30.1575,71.5249,0.0,0.79,0,Multan,Punjab,None,0,0
2022-09-12,24.7461,67.9239,126.6,7.43,1,Thatta,Sindh,Monsoon,400000,0
2022-09-13,24.7461,67.9239,158.6,7.22,1,Thatta,Sindh,Monsoon,400000,0
2022-09-14,24.7461,67.9239,122.7,6.48,1,Thatta,Sindh,Monsoon,400000,0
2022-09-14,24.8607,67.0011,0.0,0.86,0,Karachi,Sindh,None,0,0
2022-09-14,24.8607,67.0011,8.7,5.82,1,Karachi,Sindh,Urban Flood,300000,40
2022-09-15,24.8607,67.0011,21.6,6.01,1,Karachi,Sindh,Urban Flood,300000,0
2022-09-15,24.7461,67.9239,74.2,5.71,1,Thatta,Sindh,Monsoon,400000,0
2022-09-16,24.8607,67.0011,16.8,4.66,1,Karachi,Sindh,Urban Flood,300000,0
2022-09-16,24.7461,67.9239,151.8,6.43,1,Thatta,Sindh,Monsoon,400000,0
2022-09-17,24.8607,67.0011,9.1,5.22,1,Karachi,Sindh,Urban Flood,300000,0
2022-09-17,24.7461,67.9239,76.4,6.12,1,Thatta,Sindh,Monsoon,400000,0
2022-09-17,30.1798,66.975,0.0,1.48,0,Quetta,Balochistan,None,0,0
2022-09-18,24.7461,67.9239,85.2,5.08,1,Thatta,Sindh,Monsoon,400000,0
2022-09-18,24.8607,67.0011,20.6,4.12,1,Karachi,Sindh,Urban Flood,300000,0
2022-09-19,24.7461,67.9239,60.2,4.22,1,Thatta,Sindh,Monsoon,400000,0
2022-09-19,24.8607,67.0011,5.8,4.54,1,Karachi,Sindh,Urban Flood,300000,0
2022-09-20,24.7461,67.9239,36.6,4.35,1,Thatta,Sindh,Monsoon,400000,0
2022-09-20,35.9221,74.3082,8.9,1.48,0,Gilgit,GB,None,0,0
2022-09-20,24.8607,67.0011,4.8,4.36,1,Karachi,Sindh,Urban Flood,300000,0
2022-09-21,24.7461,67.9239,63.8,3.96,1,Thatta,Sindh,Monsoon,400000,0
2022-09-21,24.8607,67.0011,14.8,3.33,1,Karachi,Sindh,Urban Flood,300000,0
2022-09-22,24.7461,67.9239,86.8,4.53,1,Thatta,Sindh,Monsoon,400000,0
2022-09-22,24.8607,67.0011,3.5,3.89,1,Karachi,Sindh,Urban Flood,300000,0
2022-09-23,24.8607,67.0011,6.3,3.06,1,Karachi,Sindh,Urban Flood,300000,0
2022-09-23,24.7461,67.9239,37.9,4.68,1,Thatta,Sindh,Monsoon,400000,0
2022-09-23,34.0151,71.5249,0.0,0.96,0,Peshawar,KPK,None,0,0
2022-09-26,27.7052,68.8574,0.0,0.36,0,Sukkur,Sindh,None,0,0
2022-09-29,31.5204,74.3587,0.0,1.26,0,Lahore,Punjab,None,0,0
2022-10-02,34.0151,71.5249,0.0,1.26,0,Peshawar,KPK,None,0,0
2022-10-05,27.7052,68.8574,0.0,1.08,0,Sukkur,Sindh,None,0,0
2022-10-08,31.5204,74.3587,0.0,1.07,0,Lahore,Punjab,None,0,0
2022-10-11,30.1575,71.5249,0.0,0.43,0,Multan,Punjab,None,0,0
2022-10-14,24.8607,67.0011,0.0,0.41,0,Karachi,Sindh,None,0,0
2022-10-17,30.1798,66.975,0.2,1.41,0,Quetta,Balochistan,None,0,0
2022-10-20,35.9221,74.3082,0.0,0.82,0,Gilgit,GB,None,0,0
2022-10-23,34.0151,71.5249,0.0,0.58,0,Peshawar,KPK,None,0,0
2022-10-26,27.7052,68.8574,0.0,1.29,0,Sukkur,Sindh,None,0,0
2022-10-29,31.5204,74.3587,0.0,0.33,0,Lahore,Punjab,None,0,0
2022-11-01,31.5204,74.3587,0.9,0.74,0,Lahore,Punjab,None,0,0
2022-11-04,30.1575,71.5249,0.0,0.87,0,Multan,Punjab,None,0,0
2022-11-07,24.8607,67.0011,0.0,1.22,0,Karachi,Sindh,None,0,0
2022-11-10,30.1798,66.975,0.0,1.1,0,Quetta,Balochistan,None,0,0
2022-11-13,35.9221,74.3082,0.5,1.5,0,Gilgit,GB,None,0,0
2022-11-16,34.0151,71.5249,3.0,1.2,0,Peshawar,KPK,None,0,0
2022-11-19,27.7052,68.8574,0.0,1.52,0,Sukkur,Sindh,None,0,0
2022-11-22,31.5204,74.3587,0.0,0.81,0,Lahore,Punjab,None,0,0
2022-11-25,30.1575,71.5249,0.0,0.86,0,Multan,Punjab,None,0,0
2022-11-28,24.8607,67.0011,0.0,1.22,0,Karachi,Sindh,None,0,0
2022-12-01,31.5204,74.3587,0.0,0.48,0,Lahore,Punjab,None,0,0
2022-12-04,30.1575,71.5249,0.0,1.27,0,Multan,Punjab,None,0,0
2022-12-07,24.8607,67.0011,0.0,1.59,0,Karachi,Sindh,None,0,0
2022-12-10,30.1798,66.975,8.5,0.68,0,Quetta,Balochistan,None,0,0
2022-12-13,35.9221,74.3082,0.0,1.56,0,Gilgit,GB,None,0,0
2022-12-16,34.0151,71.5249,0.0,1.28,0,Peshawar,KPK,None,0,0
2022-12-19,27.7052,68.8574,0.0,1.78,0,Sukkur,Sindh,None,0,0
2022-12-22,31.5204,74.3587,0.0,0.55,0,Lahore,Punjab,None,0,0
2022-12-25,30.1575,71.5249,0.0,1.53,0,Multan,Punjab,None,0,0
2022-12-28,24.8607,67.0011,0.0,1.56,0,Karachi,Sindh,None,0,0
2022-12-31,30.1798,66.975,0.0,1.19,0,Quetta,Balochistan,None,0,0
2023-01-03,30.1798,66.975,0.0,1.15,0,Quetta,Balochistan,None,0,0
2023-01-06,35.9221,74.3082,0.0,1.25,0,Gilgit,GB,None,0,0
2023-01-09,34.0151,71.5249,0.0,0.99,0,Peshawar,KPK,None,0,0
2023-01-12,27.7052,68.8574,0.0,1.39,0,Sukkur,Sindh,None,0,0
2023-01-15,31.5204,74.3587,0.0,0.9,0,Lahore,Punjab,None,0,0
2023-01-18,30.1575,71.5249,0.0,1.13,0,Multan,Punjab,None,0,0
2023-01-21,24.8607,67.0011,0.0,0.58,0,Karachi,Sindh,None,0,0
2023-01-24,30.1798,66.975,0.0,1.13,0,Quetta,Balochistan,None,0,0
2023-01-27,35.9221,74.3082,0.0,0.35,0,Gilgit,GB,None,0,0
2023-01-30,34.0151,71.5249,0.0,1.74,0,Peshawar,KPK,None,0,0
2023-02-02,34.0151,71.5249,0.0,0.52,0,Peshawar,KPK,None,0,0
2023-02-05,27.7052,68.8574,0.0,1.79,0,Sukkur,Sindh,None,0,0
2023-02-08,31.5204,74.3587,0.0,1.38,0,Lahore,Punjab,None,0,0
2023-02-11,30.1575,71.5249,0.0,0.89,0,Multan,Punjab,None,0,0
2023-02-14,24.8607,67.0011,0.0,0.3,0,Karachi,Sindh,None,0,0
2023-02-17,30.1798,66.975,0.0,1.49,0,Quetta,Balochistan,None,0,0
2023-02-20,35.9221,74.3082,0.0,1.02,0,Gilgit,GB,None,0,0
2023-02-23,34.0151,71.5249,0.0,1.17,0,Peshawar,KPK,None,0,0
2023-02-26,27.7052,68.8574,0.0,1.21,0,Sukkur,Sindh,None,0,0
2023-03-01,31.5204,74.3587,0.0,0.7,0,Lahore,Punjab,None,0,0
2023-03-04,30.1575,71.5249,0.0,0.42,0,Multan,Punjab,None,0,0
2023-03-07,24.8607,67.0011,0.0,1.48,0,Karachi,Sindh,None,0,0
2023-03-10,30.1798,66.975,0.0,1.08,0,Quetta,Balochistan,None,0,0
2023-03-13,35.9221,74.3082,0.0,0.79,0,Gilgit,GB,None,0,0
2023-03-16,34.0151,71.5249,0.0,0.63,0,Peshawar,KPK,None,0,0
2023-03-17,27.812,66.627,73.7,4.82,1,Khuzdar,Balochistan,Flash Flood,0,10
2023-03-18,27.812,66.627,100.5,3.52,1,Khuzdar,Balochistan,Flash Flood,0,0
2023-03-19,27.812,66.627,101.5,3.56,1,Khuzdar,Balochistan,Flash Flood,0,0
2023-03-19,27.7052,68.8574,0.0,1.8,0,Sukkur,Sindh,None,0,0
2023-03-20,27.812,66.627,66.7,3.75,1,Khuzdar,Balochistan,Flash Flood,0,0
2023-03-22,31.5204,74.3587,0.0,0.93,0,Lahore,Punjab,None,0,0
2023-03-24,34.0151,71.5249,37.2,2.93,1,Peshawar,KPK,Heavy Rain,777,14
2023-03-25,34.0151,71.5249,22.8,2.59,1,Peshawar,KPK,Heavy Rain,777,0
2023-03-25,30.1575,71.5249,0.0,0.48,0,Multan,Punjab,None,0,0
2023-03-25,34.0151,71.5249,11.3,4.55,1,Peshawar,KPK,Heavy Rain,50,14
2023-03-26,34.0151,71.5249,34.6,3.05,1,Peshawar,KPK,Heavy Rain,50,0
2023-03-26,34.0151,71.5249,20.2,2.54,1,Peshawar,KPK,Heavy Rain,777,0
2023-03-27,34.0151,71.5249,10.3,2.5,1,Peshawar,KPK,Heavy Rain,777,0
