date,latitude,longitude,temp_max_c,temp_min_c,humidity_percent,heat_index_c,rainfall_mm,consecutive_dry_days,heatwave_occurred,city,province,deaths
2021-08-31,25.396,68.3578,33.8,28.6,53.4,33.3,9.7,0,0,Hyderabad,Sindh,0
2021-09-04,30.1798,66.975,33.4,25.9,30.2,35.2,2.1,3,0,Quetta,Balochistan,0
2021-09-08,31.5204,74.3587,35.9,25.3,47.1,35.4,20.5,3,0,Lahore,Punjab,0
2021-09-12,27.7052,68.8574,35.9,29.1,50.8,38.1,1.4,4,0,Sukkur,Sindh,0
2021-09-16,30.1575,71.5249,33.9,29.7,40.1,34.6,19.7,3,0,Multan,Punjab,0
2021-09-20,31.4504,73.135,36.7,31.2,41.4,34.8,17.9,2,0,Faisalabad,Punjab,0
2021-09-24,25.396,68.3578,30.8,32.4,49.6,29.0,19.6,0,0,Hyderabad,Sindh,0
2021-09-28,24.8607,67.0011,34.8,31.0,61.2,37.6,5.2,3,0,Karachi,Sindh,0
2021-10-02,30.1575,71.5249,26.1,20.9,46.8,25.6,3.5,10,0,Multan,Punjab,0
2021-10-06,31.4504,73.135,24.0,25.6,47.8,25.1,0.0,14,0,Faisalabad,Punjab,0
2021-10-10,25.396,68.3578,28.7,26.8,59.1,28.8,1.0,3,0,Hyderabad,Sindh,0
2021-10-14,24.8607,67.0011,31.8,25.8,56.5,32.0,1.4,3,0,Karachi,Sindh,0
2021-10-18,30.1798,66.975,23.7,14.3,31.6,22.6,2.5,5,0,Quetta,Balochistan,0
2021-10-22,31.5204,74.3587,31.9,24.8,42.1,32.3,3.2,11,0,Lahore,Punjab,0
2021-10-26,27.7052,68.8574,29.8,23.5,49.0,30.4,1.2,13,0,Sukkur,Sindh,0
2021-10-30,30.1575,71.5249,29.7,22.1,38.1,31.3,2.8,4,0,Multan,Punjab,0
2021-11-03,25.396,68.3578,28.8,19.5,55.7,31.7,1.9,13,0,Hyderabad,Sindh,0
2021-11-07,24.8607,67.0011,23.4,20.6,56.2,24.1,2.9,10,0,Karachi,Sindh,0
2021-11-11,30.1798,66.975,20.7,10.6,27.8,22.2,0.6,13,0,Quetta,Balochistan,0
2021-11-15,31.5204,74.3587,16.0,17.4,41.3,15.3,4.3,3,0,Lahore,Punjab,0
2021-11-19,27.7052,68.8574,26.6,23.7,56.5,29.4,2.7,9,0,Sukkur,Sindh,0
2021-11-23,30.1575,71.5249,23.3,13.1,50.6,21.5,4.4,5,0,Multan,Punjab,0
2021-11-27,31.4504,73.135,21.6,14.2,50.0,20.7,2.0,10,0,Faisalabad,Punjab,0
2021-12-01,31.5204,74.3587,13.5,11.2,39.5,15.8,3.8,11,0,Lahore,Punjab,0
2021-12-05,27.7052,68.8574,22.6,20.2,59.6,23.4,1.7,4,0,Sukkur,Sindh,0
2021-12-09,30.1575,71.5249,16.8,13.8,51.0,19.5,1.3,2,0,Multan,Punjab,0
2021-12-13,31.4504,73.135,20.1,12.9,49.1,22.2,2.5,6,0,Faisalabad,Punjab,0
2021-12-17,25.396,68.3578,24.6,16.9,55.9,23.4,0.4,7,0,Hyderabad,Sindh,0
2021-12-21,24.8607,67.0011,19.5,13.2,52.3,17.8,3.7,7,0,Karachi,Sindh,0
2021-12-25,30.1798,66.975,16.8,10.0,24.3,14.9,0.5,13,0,Quetta,Balochistan,0
2021-12-29,31.5204,74.3587,18.1,8.6,51.5,20.6,0.3,6,0,Lahore,Punjab,0
2022-01-02,30.1575,71.5249,16.3,11.2,40.3,16.0,4.4,14,0,Multan,Punjab,0
2022-01-06,31.4504,73.135,12.6,9.7,44.6,12.8,2.6,12,0,Faisalabad,Punjab,0
2022-01-10,25.396,68.3578,20.8,19.1,58.8,23.0,2.6,7,0,Hyderabad,Sindh,0
2022-01-14,24.8607,67.0011,24.1,14.2,56.3,26.3,0.6,13,0,Karachi,Sindh,0
2022-01-18,30.1798,66.975,9.7,10.4,35.1,9.9,1.5,14,0,Quetta,Balochistan,0
2022-01-22,31.5204,74.3587,11.2,10.2,45.0,9.3,2.5,6,0,Lahore,Punjab,0
2022-01-26,27.7052,68.8574,22.6,16.3,49.0,21.5,4.4,14,0,Sukkur,Sindh,0
2022-01-30,30.1575,71.5249,19.1,10.9,44.3,17.6,2.0,12,0,Multan,Punjab,0
2022-02-03,25.396,68.3578,26.7,21.5,56.1,27.3,1.1,10,0,Hyderabad,Sindh,0
2022-02-07,24.8607,67.0011,21.1,19.4,52.6,21.0,0.8,3,0,Karachi,Sindh,0
2022-02-11,30.1798,66.975,15.1,8.4,32.5,15.5,4.0,13,0,Quetta,Balochistan,0
2022-02-15,31.5204,74.3587,15.7,16.3,46.9,15.3,3.4,9,0,Lahore,Punjab,0
2022-02-19,27.7052,68.8574,22.4,16.6,49.0,22.3,0.5,12,0,Sukkur,Sindh,0
2022-02-23,30.1575,71.5249,20.9,16.6,42.2,22.9,3.0,5,0,Multan,Punjab,0
2022-02-27,31.4504,73.135,16.2,11.3,44.8,15.6,4.4,4,0,Faisalabad,Punjab,0
2022-03-03,25.396,68.3578,32.4,22.6,56.3,33.8,2.9,7,0,Hyderabad,Sindh,0
2022-03-07,24.8607,67.0011,31.9,23.1,50.1,34.7,4.7,5,0,Karachi,Sindh,0
2022-03-11,30.1798,66.975,23.6,13.8,32.8,24.9,0.3,14,0,Quetta,Balochistan,0
2022-03-15,31.5204,74.3587,22.6,20.8,47.9,23.3,3.7,10,0,Lahore,Punjab,0
2022-03-19,27.7052,68.8574,33.2,24.7,59.9,33.6,4.5,10,0,Sukkur,Sindh,0
2022-03-23,30.1575,71.5249,27.5,21.8,41.9,27.7,1.3,10,0,Multan,Punjab,0
2022-03-27,31.4504,73.135,22.8,19.1,52.5,23.3,2.8,8,0,Faisalabad,Punjab,0
2022-03-31,25.396,68.3578,30.6,21.1,49.1,29.8,0.0,8,0,Hyderabad,Sindh,0
2022-04-04,30.1798,66.975,26.4,23.6,18.7,25.3,4.9,2,0,Quetta,Balochistan,0
2022-04-08,31.5204,74.3587,31.7,24.6,38.0,33.0,1.9,12,0,Lahore,Punjab,0
2022-04-10,28.2769,68.4514,50.3,30.4,37.6,53.1,0.0,33,1,Jacobabad,Sindh,5
2022-04-11,28.2769,68.4514,49.3,31.1,30.8,52.9,0.0,36,1,Jacobabad,Sindh,0
2022-04-12,28.2769,68.4514,47.6,32.5,32.1,50.9,0.0,18,1,Jacobabad,Sindh,0
2022-04-12,27.7052,68.8574,36.2,29.2,33.7,36.0,2.4,14,0,Sukkur,Sindh,0
2022-04-13,28.2769,68.4514,46.6,30.9,37.1,48.9,0.0,41,1,Jacobabad,Sindh,0
2022-04-16,30.1575,71.5249,33.5,26.3,29.9,33.7,0.4,14,0,Multan,Punjab,0
2022-04-20,31.4504,73.135,35.1,24.5,36.1,33.8,1.5,9,0,Faisalabad,Punjab,0
2022-04-24,25.396,68.3578,34.6,29.6,34.0,35.0,2.9,7,0,Hyderabad,Sindh,0
2022-04-25,29.5436,67.8772,51.2,22.4,10.0,55.5,0.0,28,1,Sibi,Balochistan,7
2022-04-26,29.5436,67.8772,50.8,22.0,10.0,54.6,0.0,20,1,Sibi,Balochistan,0
2022-04-27,29.5436,67.8772,49.3,23.9,10.0,55.1,0.0,18,1,Sibi,Balochistan,0
2022-04-28,24.8607,67.0011,30.3,29.8,42.5,29.0,4.2,14,0,Karachi,Sindh,0
2022-04-28,29.5436,67.8772,48.9,24.0,10.0,51.7,0.0,16,1,Sibi,Balochistan,0
2022-04-29,29.5436,67.8772,47.3,22.7,10.9,52.5,0.0,33,1,Sibi,Balochistan,0
2022-04-30,29.5436,67.8772,46.8,23.1,10.0,51.0,0.0,44,1,Sibi,Balochistan,0
2022-05-01,26.2442,68.41,49.8,34.0,30.7,53.6,0.0,21,1,Nawabshah,Sindh,6
2022-05-01,29.5436,67.8772,44.8,22.5,10.0,48.4,0.0,13,1,Sibi,Balochistan,0
2022-05-02,30.1575,71.5249,38.0,31.0,22.4,37.1,4.9,12,0,Multan,Punjab,0
2022-05-02,26.2442,68.41,48.4,35.8,34.7,51.5,0.0,43,1,Nawabshah,Sindh,0
2022-05-02,29.5436,67.8772,44.0,25.4,12.0,49.1,0.0,29,1,Sibi,Balochistan,0
2022-05-03,26.2442,68.41,48.0,33.2,37.9,50.8,0.0,14,1,Nawabshah,Sindh,0
2022-05-03,29.5436,67.8772,43.7,25.7,10.0,48.1,0.0,15,1,Sibi,Balochistan,0
2022-05-04,26.2442,68.41,46.7,35.4,30.1,52.0,0.0,14,1,Nawabshah,Sindh,0
2022-05-05,26.2442,68.41,46.0,32.1,28.6,51.2,0.0,13,1,Nawabshah,Sindh,0
2022-05-06,31.4504,73.135,39.8,30.8,23.0,42.5,5.0,5,0,Faisalabad,Punjab,0
2022-05-10,25.396,68.3578,36.3,30.5,41.5,34.6,0.2,3,0,Hyderabad,Sindh,0
2022-05-14,24.8607,67.0011,38.7,35.3,44.8,37.5,0.6,11,0,Karachi,Sindh,0
2022-05-14,24.8607,67.0011,44.1,33.2,24.4,47.4,0.0,26,1,Karachi,Sindh,4
2022-05-15,24.8607,67.0011,42.9,32.3,26.4,46.2,0.0,26,1,Karachi,Sindh,0
2022-05-16,24.8607,67.0011,42.2,35.3,25.7,47.0,0.0,13,1,Karachi,Sindh,0
2022-05-17,24.8607,67.0011,41.4,35.0,29.4,46.7,0.0,10,1,Karachi,Sindh,0
2022-05-18,24.8607,67.0011,40.7,31.2,27.7,46.3,0.0,44,1,Karachi,Sindh,0
2022-05-18,30.1798,66.975,39.0,30.2,19.5,40.9,4.8,3,0,Quetta,Balochistan,0
2022-05-22,31.5204,74.3587,31.5,27.9,23.5,29.8,4.8,8,0,Lahore,Punjab,0
2022-05-24,27.557,68.2247,48.5,34.0,32.9,52.0,0.0,42,1,Larkana,Sindh,5
2022-05-25,27.557,68.2247,47.2,35.6,31.9,51.3,0.0,36,1,Larkana,Sindh,0
2022-05-26,27.7052,68.8574,39.7,33.8,32.7,42.3,4.0,4,0,Sukkur,Sindh,0
2022-05-26,27.557,68.2247,46.5,35.9,27.3,51.8,0.0,31,1,Larkana,Sindh,0
2022-05-27,27.557,68.2247,45.6,33.6,26.0,50.5,0.0,44,1,Larkana,Sindh,0
2022-05-28,27.557,68.2247,44.2,32.8,26.6,50.0,0.0,26,1,Larkana,Sindh,0
2022-05-29,27.557,68.2247,43.4,33.4,30.5,46.0,0.0,25,1,Larkana,Sindh,0
2022-05-30,27.557,68.2247,42.9,33.9,32.4,46.4,0.0,12,1,Larkana,Sindh,0
2022-05-30,30.1575,71.5249,39.4,33.6,22.3,41.7,4.6,6,0,Multan,Punjab,0
2022-05-31,27.557,68.2247,42.1,33.1,24.1,47.6,0.0,28,1,Larkana,Sindh,0
2022-06-03,30.1575,71.5249,47.2,35.8,23.3,53.0,0.0,19,1,Multan,Punjab,3
2022-06-03,25.396,68.3578,40.1,32.5,44.3,42.2,0.8,3,0,Hyderabad,Sindh,0
2022-06-04,30.1575,71.5249,46.5,36.0,24.7,49.3,0.0,33,1,Multan,Punjab,0
2022-06-05,30.1575,71.5249,45.5,35.0,23.3,48.3,0.0,11,1,Multan,Punjab,0
2022-06-07,24.8607,67.0011,35.7,36.5,48.0,35.0,1.5,3,0,Karachi,Sindh,0
2022-06-11,30.1798,66.975,33.1,29.5,21.3,31.9,0.3,12,0,Quetta,Balochistan,0
2022-06-14,27.7052,68.8574,49.9,34.7,23.3,53.8,0.0,28,1,Sukkur,Sindh,8
2022-06-15,31.5204,74.3587,39.1,30.4,22.8,38.6,1.4,4,0,Lahore,Punjab,0
2022-06-15,27.7052,68.8574,48.9,34.1,26.4,54.1,0.0,14,1,Sukkur,Sindh,0
2022-06-16,27.7052,68.8574,47.7,32.6,25.2,53.7,0.0,24,1,Sukkur,Sindh,0
2022-06-17,27.7052,68.8574,46.5,35.0,22.3,49.2,0.0,21,1,Sukkur,Sindh,0
2022-06-18,27.7052,68.8574,45.9,34.0,32.6,48.2,0.0,28,1,Sukkur,Sindh,0
2022-06-19,27.7052,68.8574,45.3,33.7,30.7,48.5,0.0,26,1,Sukkur,Sindh,0
2022-06-19,27.7052,68.8574,40.4,30.0,41.0,39.3,4.4,2,0,Sukkur,Sindh,0
2022-06-20,27.7052,68.8574,44.4,36.6,37.5,49.4,0.0,44,1,Sukkur,Sindh,0
2022-06-21,27.7052,68.8574,43.2,34.0,33.4,47.1,0.0,32,1,Sukkur,Sindh,0
2022-06-22,27.7052,68.8574,41.6,34.2,29.5,47.3,0.0,30,1,Sukkur,Sindh,0
2022-06-23,30.1575,71.5249,40.3,35.5,27.0,39.1,1.4,11,0,Multan,Punjab,0
2022-06-25,25.396,68.3578,46.3,32.1,26.6,50.5,0.0,20,1,Hyderabad,Sindh,4
2022-06-26,25.396,68.3578,45.3,36.6,22.2,49.3,0.0,11,1,Hyderabad,Sindh,0
2022-06-27,31.4504,73.135,38.6,32.9,32.2,39.3,5.0,6,0,Faisalabad,Punjab,0
2022-06-27,25.396,68.3578,45.0,34.7,27.7,50.5,0.0,14,1,Hyderabad,Sindh,0
2022-06-28,25.396,68.3578,44.0,33.4,26.4,46.4,0.0,44,1,Hyderabad,Sindh,0
2022-06-29,25.396,68.3578,43.2,33.2,31.5,46.0,0.0,27,1,Hyderabad,Sindh,0
2022-06-30,25.396,68.3578,41.8,34.9,23.9,44.4,0.0,33,1,Hyderabad,Sindh,0
2022-07-01,31.5204,74.3587,35.9,28.8,44.0,36.5,18.3,0,0,Lahore,Punjab,0
2022-07-05,27.7052,68.8574,37.5,28.1,49.3,36.6,19.2,4,0,Sukkur,Sindh,0
2022-07-05,30.0631,70.6339,45.2,32.3,31.9,49.0,0.0,18,1,DG Khan,Punjab,2
2022-07-06,30.0631,70.6339,43.9,34.6,42.0,48.7,0.0,10,1,DG Khan,Punjab,0
2022-07-07,30.0631,70.6339,42.8,35.7,29.5,45.1,0.0,22,1,DG Khan,Punjab,0
2022-07-08,30.0631,70.6339,42.6,32.2,27.6,46.3,0.0,26,1,DG Khan,Punjab,0
2022-07-09,30.1575,71.5249,33.1,33.8,42.4,32.9,17.3,4,0,Multan,Punjab,0
2022-07-13,31.4504,73.135,35.3,35.0,50.0,36.9,25.5,3,0,Faisalabad,Punjab,0
2022-07-17,25.396,68.3578,37.3,29.8,60.8,39.7,21.2,3,0,Hyderabad,Sindh,0
2022-07-18,31.5204,74.3587,43.8,35.7,42.1,47.8,0.0,29,1,Lahore,Punjab,1
2022-07-19,31.5204,74.3587,42.8,34.2,42.9,46.4,0.0,30,1,Lahore,Punjab,0
2022-07-20,31.5204,74.3587,41.4,33.0,37.5,44.9,0.0,29,1,Lahore,Punjab,0
2022-07-21,31.5204,74.3587,41.0,33.3,32.4,43.7,0.0,31,1,Lahore,Punjab,0
2022-07-21,24.8607,67.0011,35.7,29.9,55.0,35.1,14.0,4,0,Karachi,Sindh,0
2022-07-22,31.5204,74.3587,39.6,31.9,34.1,42.7,0.0,27,1,Lahore,Punjab,0
2022-07-25,30.1798,66.975,38.4,32.9,36.0,40.7,8.2,0,0,Quetta,Balochistan,0
2022-07-29,31.5204,74.3587,34.4,35.5,47.6,35.8,12.4,0,0,Lahore,Punjab,0
2022-08-02,28.4212,70.2957,44.7,34.7,35.2,48.8,0.0,33,1,Rahim Yar Khan,Punjab,1
2022-08-02,30.1575,71.5249,32.4,31.7,48.8,31.9,25.7,0,0,Multan,Punjab,0
2022-08-03,28.4212,70.2957,44.1,31.3,36.0,49.0,0.0,44,1,Rahim Yar Khan,Punjab,0
2022-08-04,28.4212,70.2957,42.7,30.7,29.2,46.8,0.0,30,1,Rahim Yar Khan,Punjab,0
2022-08-05,28.4212,70.2957,42.6,32.6,30.6,47.5,0.0,31,1,Rahim Yar Khan,Punjab,0
2022-08-06,28.4212,70.2957,41.4,31.9,30.1,44.9,0.0,25,1,Rahim Yar Khan,Punjab,0
2022-08-06,31.4504,73.135,36.1,31.1,52.0,34.7,22.3,4,0,Faisalabad,Punjab,0
2022-08-07,28.4212,70.2957,40.8,32.8,35.2,46.7,0.0,16,1,Rahim Yar Khan,Punjab,0
2022-08-08,28.4212,70.2957,39.0,31.6,38.0,44.0,0.2,14,1,Rahim Yar Khan,Punjab,0
2022-08-09,28.4212,70.2957,38.0,33.8,40.8,42.3,0.0,17,1,Rahim Yar Khan,Punjab,0
2022-08-10,25.396,68.3578,32.4,28.9,50.1,34.7,1.7,1,0,Hyderabad,Sindh,0
2022-08-14,24.8607,67.0011,35.4,27.7,50.6,38.0,2.9,2,0,Karachi,Sindh,0
2022-08-18,30.1798,66.975,30.8,29.6,36.8,29.2,4.7,1,0,Quetta,Balochistan,0
2022-08-22,31.5204,74.3587,36.1,29.1,51.3,38.5,19.1,4,0,Lahore,Punjab,0
2022-08-26,27.7052,68.8574,33.4,32.0,49.4,33.9,24.9,4,0,Sukkur,Sindh,0
2022-08-30,30.1575,71.5249,38.3,27.8,49.2,39.9,29.0,1,0,Multan,Punjab,0
2022-09-03,25.396,68.3578,31.1,25.2,56.6,31.7,24.9,2,0,Hyderabad,Sindh,0
2022-09-07,24.8607,67.0011,35.4,25.9,49.3,33.7,0.5,1,0,Karachi,Sindh,0
2022-09-11,30.1798,66.975,35.0,21.7,34.9,34.7,14.7,0,0,Quetta,Balochistan,0
2022-09-15,31.5204,74.3587,30.5,24.9,50.5,33.2,23.7,0,0,Lahore,Punjab,0
2022-09-19,27.7052,68.8574,30.7,25.8,51.7,29.1,21.2,2,0,Sukkur,Sindh,0
2022-09-23,30.1575,71.5249,37.0,31.8,42.4,38.7,9.0,0,0,Multan,Punjab,0
2022-09-27,31.4504,73.135,33.5,28.9,43.8,33.4,27.1,2,0,Faisalabad,Punjab,0
2022-10-01,31.5204,74.3587,25.2,25.2,37.6,27.0,1.0,6,0,Lahore,Punjab,0
2022-10-05,27.7052,68.8574,31.5,25.7,60.9,30.4,5.0,8,0,Sukkur,Sindh,0
2022-10-09,30.1575,71.5249,31.4,21.2,41.4,33.1,2.6,3,0,Multan,Punjab,0
2022-10-13,31.4504,73.135,23.5,25.2,51.7,23.7,4.4,14,0,Faisalabad,Punjab,0
2022-10-17,25.396,68.3578,30.2,29.4,50.9,33.1,3.3,7,0,Hyderabad,Sindh,0
2022-10-21,24.8607,67.0011,27.7,28.6,56.3,26.3,1.4,14,0,Karachi,Sindh,0
2022-10-25,30.1798,66.975,20.3,20.8,34.8,18.6,1.0,2,0,Quetta,Balochistan,0
2022-10-29,31.5204,74.3587,26.6,20.6,40.8,28.2,3.7,5,0,Lahore,Punjab,0
2022-11-02,30.1575,71.5249,24.8,11.5,38.7,24.7,1.5,2,0,Multan,Punjab,0
2022-11-06,31.4504,73.135,18.2,11.4,41.6,19.3,3.4,13,0,Faisalabad,Punjab,0
2022-11-10,25.396,68.3578,24.5,24.8,47.3,23.6,0.0,11,0,Hyderabad,Sindh,0
2022-11-14,24.8607,67.0011,25.2,23.6,49.2,27.1,1.6,5,0,Karachi,Sindh,0
2022-11-18,30.1798,66.975,14.3,9.1,33.9,12.7,4.0,2,0,Quetta,Balochistan,0
2022-11-22,31.5204,74.3587,24.3,15.1,43.8,24.3,0.7,6,0,Lahore,Punjab,0
2022-11-26,27.7052,68.8574,23.9,19.6,47.5,26.8,3.4,10,0,Sukkur,Sindh,0
2022-11-30,30.1575,71.5249,23.2,17.0,40.0,25.0,2.1,6,0,Multan,Punjab,0
2022-12-04,30.1798,66.975,16.7,5.7,22.5,17.3,3.1,10,0,Quetta,Balochistan,0
2022-12-08,31.5204,74.3587,18.8,8.8,51.2,21.4,0.8,6,0,Lahore,Punjab,0
2022-12-12,27.7052,68.8574,24.6,20.6,59.9,25.0,2.8,13,0,Sukkur,Sindh,0
2022-12-16,30.1575,71.5249,20.2,12.6,47.5,20.2,4.7,14,0,Multan,Punjab,0
2022-12-20,31.4504,73.135,13.8,14.5,47.6,16.4,0.6,13,0,Faisalabad,Punjab,0
2022-12-24,25.396,68.3578,20.1,13.8,61.0,19.5,1.0,10,0,Hyderabad,Sindh,0
2022-12-28,24.8607,67.0011,22.0,18.2,51.6,22.2,4.9,14,0,Karachi,Sindh,0
2023-01-01,31.5204,74.3587,15.1,8.9,49.3,14.5,4.6,7,0,Lahore,Punjab,0
2023-01-05,27.7052,68.8574,19.3,17.5,61.2,19.1,1.1,6,0,Sukkur,Sindh,0
2023-01-09,30.1575,71.5249,12.6,7.1,37.9,15.1,0.9,13,0,Multan,Punjab,0
2023-01-13,31.4504,73.135,18.4,6.9,38.7,20.4,1.5,13,0,Faisalabad,Punjab,0
2023-01-17,25.396,68.3578,23.1,14.7,47.0,22.8,1.3,4,0,Hyderabad,Sindh,0
2023-01-21,24.8607,67.0011,21.2,20.2,53.2,20.8,4.3,2,0,Karachi,Sindh,0
2023-01-25,30.1798,66.975,13.0,8.6,29.8,13.0,2.7,2,0,Quetta,Balochistan,0
2023-01-29,31.5204,74.3587,14.5,13.4,46.7,15.2,3.2,11,0,Lahore,Punjab,0
2023-02-02,30.1575,71.5249,15.0,9.4,51.9,14.2,0.0,4,0,Multan,Punjab,0
2023-02-06,31.4504,73.135,17.5,12.3,42.7,15.9,2.5,11,0,Faisalabad,Punjab,0
2023-02-10,25.396,68.3578,20.4,22.6,48.4,21.5,5.0,12,0,Hyderabad,Sindh,0
2023-02-14,24.8607,67.0011,21.0,21.3,58.8,20.8,0.2,5,0,Karachi,Sindh,0
2023-02-18,30.1798,66.975,19.4,11.3,33.6,17.9,2.7,8,0,Quetta,Balochistan,0
2023-02-22,31.5204,74.3587,22.4,13.9,48.6,21.8,3.6,13,0,Lahore,Punjab,0
2023-02-26,27.7052,68.8574,22.5,15.2,62.7,21.1,0.1,6,0,Sukkur,Sindh,0
2023-03-02,30.1575,71.5249,27.3,16.8,49.5,30.0,2.7,3,0,Multan,Punjab,0
2023-03-06,31.4504,73.135,21.5,22.2,51.5,21.1,0.9,10,0,Faisalabad,Punjab,0
2023-03-10,25.396,68.3578,28.2,28.0,58.6,28.0,0.3,12,0,Hyderabad,Sindh,0
2023-03-14,24.8607,67.0011,34.0,20.8,56.7,35.1,1.6,7,0,Karachi,Sindh,0
2023-03-18,30.1798,66.975,19.3,16.5,33.1,20.3,2.9,14,0,Quetta,Balochistan,0
2023-03-22,31.5204,74.3587,20.7,15.9,44.8,23.0,1.8,10,0,Lahore,Punjab,0
2023-03-26,27.7052,68.8574,28.6,27.8,60.0,28.4,2.9,11,0,Sukkur,Sindh,0
2023-03-30,30.1575,71.5249,21.8,21.5,48.5,20.2,2.2,10,0,Multan,Punjab,0
2023-04-03,25.396,68.3578,35.7,29.4,43.7,38.2,2.7,7,0,Hyderabad,Sindh,0
2023-04-07,24.8607,67.0011,32.2,32.8,46.6,34.4,2.4,12,0,Karachi,Sindh,0
2023-04-08,29.5436,67.8772,50.6,21.9,10.0,55.6,0.0,23,1,Sibi,Balochistan,6
2023-04-09,29.5436,67.8772,49.0,22.1,10.0,53.1,0.0,18,1,Sibi,Balochistan,0
2023-04-10,29.5436,67.8772,48.1,21.5,10.0,51.8,0.0,44,1,Sibi,Balochistan,0
2023-04-11,29.5436,67.8772,47.9,23.5,10.0,50.3,0.0,42,1,Sibi,Balochistan,0
2023-04-11,30.1798,66.975,26.4,21.2,19.5,25.6,0.5,2,0,Quetta,Balochistan,0
2023-04-12,29.5436,67.8772,46.3,23.3,11.0,48.5,0.0,32,1,Sibi,Balochistan,0
2023-04-13,29.5436,67.8772,45.3,24.8,10.0,48.4,0.0,11,1,Sibi,Balochistan,0
2023-04-14,29.5436,67.8772,43.9,21.5,12.5,45.9,0.0,33,1,Sibi,Balochistan,0
2023-04-15,29.5436,67.8772,43.6,21.3,10.2,46.6,0.0,15,1,Sibi,Balochistan,0
2023-04-15,31.5204,74.3587,27.0,27.3,32.9,25.4,2.5,8,0,Lahore,Punjab,0
2023-04-16,29.5436,67.8772,42.2,21.2,10.0,47.6,0.0,44,1,Sibi,Balochistan,0
2023-04-19,27.7052,68.8574,32.2,31.3,47.9,34.1,2.9,5,0,Sukkur,Sindh,0
2023-04-20,28.2769,68.4514,51.2,30.1,36.0,53.2,0.0,16,1,Jacobabad,Sindh,9
2023-04-21,28.2769,68.4514,50.4,28.4,34.4,55.7,0.0,29,1,Jacobabad,Sindh,0
2023-04-22,28.2769,68.4514,49.0,31.6,29.9,54.3,0.0,12,1,Jacobabad,Sindh,0
2023-04-23,30.1575,71.5249,32.1,28.0,26.8,31.3,2.1,12,0,Multan,Punjab,0
2023-04-23,28.2769,68.4514,48.4,32.0,26.9,53.0,0.0,25,1,Jacobabad,Sindh,0
2023-04-24,28.2769,68.4514,47.3,28.2,35.1,50.6,0.0,28,1,Jacobabad,Sindh,0
2023-04-25,28.2769,68.4514,46.0,29.5,32.9,48.8,0.0,22,1,Jacobabad,Sindh,0
2023-04-26,28.2769,68.4514,45.7,29.6,24.7,51.5,0.0,24,1,Jacobabad,Sindh,0
2023-04-27,28.2769,68.4514,44.1,29.6,31.6,48.3,0.0,33,1,Jacobabad,Sindh,0
2023-04-27,31.4504,73.135,35.4,21.8,30.7,37.9,4.9,7,0,Faisalabad,Punjab,0
2023-05-01,31.5204,74.3587,38.8,33.4,29.2,39.1,2.8,4,0,Lahore,Punjab,0
2023-05-02,26.2442,68.41,50.5,35.7,25.5,53.2,0.0,24,1,Nawabshah,Sindh,7
2023-05-03,26.2442,68.41,49.2,33.9,31.7,52.8,0.0,40,1,Nawabshah,Sindh,0
2023-05-04,26.2442,68.41,48.4,34.2,35.5,51.4,0.0,41,1,Nawabshah,Sindh,0
2023-05-05,26.2442,68.41,46.6,32.5,30.9,48.9,0.0,38,1,Nawabshah,Sindh,0
2023-05-05,27.7052,68.8574,39.4,33.7,46.6,41.5,1.7,14,0,Sukkur,Sindh,0
2023-05-09,30.1575,71.5249,34.8,31.0,26.7,34.1,2.5,12,0,Multan,Punjab,0
2023-05-13,31.4504,73.135,31.9,31.7,35.6,33.6,2.1,12,0,Faisalabad,Punjab,0
2023-05-17,25.396,68.3578,39.7,32.3,45.8,41.4,2.8,5,0,Hyderabad,Sindh,0
2023-05-18,24.8607,67.0011,44.8,31.2,27.2,50.6,0.0,21,1,Karachi,Sindh,5
2023-05-19,24.8607,67.0011,43.9,35.9,35.1,49.2,0.0,32,1,Karachi,Sindh,0
2023-05-20,24.8607,67.0011,42.4,32.6,32.6,45.9,0.0,14,1,Karachi,Sindh,0
2023-05-21,24.8607,67.0011,40.6,30.2,42.0,43.0,3.2,13,0,Karachi,Sindh,0
2023-05-21,24.8607,67.0011,42.2,33.3,33.5,47.4,0.0,11,1,Karachi,Sindh,0
2023-05-22,24.8607,67.0011,40.9,31.8,28.5,46.0,0.0,10,1,Karachi,Sindh,0
2023-05-23,24.8607,67.0011,39.7,31.9,26.6,43.4,0.0,10,1,Karachi,Sindh,0
2023-05-24,24.8607,67.0011,39.1,34.0,35.5,44.5,0.0,40,1,Karachi,Sindh,0
2023-05-25,30.1798,66.975,32.1,25.1,19.9,32.7,2.7,2,0,Quetta,Balochistan,0
2023-05-25,24.8607,67.0011,37.8,33.3,36.7,42.8,0.0,41,1,Karachi,Sindh,0
2023-05-26,24.8607,67.0011,37.7,32.0,37.7,43.4,0.2,20,1,Karachi,Sindh,0
2023-05-28,30.1575,71.5249,47.9,33.6,24.2,53.8,0.0,19,1,Multan,Punjab,3
2023-05-29,31.5204,74.3587,32.4,30.9,32.7,32.9,2.8,10,0,Lahore,Punjab,0
2023-05-29,30.1575,71.5249,46.2,33.8,16.3,49.3,0.0,40,1,Multan,Punjab,0
2023-05-30,30.1575,71.5249,45.8,33.1,13.2,51.5,0.0,41,1,Multan,Punjab,0
2023-05-31,30.1575,71.5249,44.6,30.8,26.9,50.0,0.0,11,1,Multan,Punjab,0
